"Cd,H","Ca,1","Cp,H","Cd,T","Ca,T","Cp,T",Ca-2,"dCa,3","Cs,1","Cs,2","Cs,3","Cs,4","Cs,5"
1.87E+00,5.45E-01,3.22E-01,2.42E+00,3.18E-01,0.361880374,4.69E-01,9.68E-02,-9.46E-02,-5.79E-02,7.04E-02,-1.95E-03,-9.54E-02
1.82E+00,3.56E-02,8.26E-02,2.12E+00,4.73E-01,0.387059088,-1.57E-01,5.69E-02,-3.87E-02,-8.89E-03,1.34E-01,1.15E-02,-8.76E-02
2.52E+00,1.51E-01,1.49E-01,2.37E+00,4.30E-01,0.266553484,5.20E-02,-4.58E-03,2.37E-02,-9.15E-03,1.41E-01,-2.08E-02,-1.04E-01
3.22E+00,-2.69E-04,5.83E-01,3.23E+00,3.26E-01,0.349875369,2.55E-01,8.89E-02,-1.17E-02,-2.76E-02,9.47E-02,6.84E-02,-2.80E-02
1.91E+00,1.34E-01,1.77E-01,2.38E+00,-2.90E-02,0.407671394,-2.83E-01,8.15E-02,2.00E-02,-1.54E-01,6.63E-02,1.27E-01,-8.21E-02
2.16E+00,2.88E-01,-1.56E-01,2.43E+00,2.51E-01,0.40526601,-6.77E-02,3.43E-02,-1.22E-01,-8.57E-02,2.23E-01,7.41E-02,-1.36E-01
1.90E+00,1.53E-01,3.86E-01,2.65E+00,3.25E-01,0.345920023,3.16E-01,-3.46E-02,-3.26E-02,-1.65E-02,1.53E-01,-3.49E-02,-3.26E-02
1.78E+00,8.53E-02,2.89E-02,3.30E+00,2.38E-01,0.223625927,-1.53E-02,4.40E-02,3.46E-02,-4.75E-02,1.49E-01,6.21E-02,-1.15E-01
1.85E+00,3.29E-01,4.12E-02,3.06E+00,4.00E-01,0.398505541,-2.36E-01,8.14E-02,-4.21E-02,-8.55E-02,1.58E-01,1.27E-01,-1.26E-01
2.08E+00,3.18E-01,2.38E-01,3.02E+00,5.04E-01,0.410376789,4.33E-02,6.49E-02,-3.78E-02,-6.19E-02,-2.31E-02,1.89E-02,5.35E-03
1.70E+00,4.24E-01,-2.46E-01,3.33E+00,2.90E-01,0.343850209,1.47E-01,2.52E-02,-3.75E-02,-1.67E-02,1.12E-01,1.45E-02,-7.83E-02
2.64E+00,7.63E-02,1.10E-01,3.69E+00,5.16E-01,0.393629198,5.96E-02,9.42E-02,2.43E-03,-1.10E-01,3.27E-02,1.89E-02,-9.48E-02
1.97E+00,1.03E-01,3.22E-02,2.97E+00,5.01E-01,0.317203853,1.28E-01,2.94E-02,-1.99E-02,-6.57E-02,4.42E-02,3.13E-02,-7.43E-02
1.88E+00,2.95E-01,3.85E-01,2.29E+00,3.25E-01,0.293573283,-8.38E-02,5.90E-02,5.07E-04,-2.83E-02,1.66E-02,5.56E-02,-7.37E-02
1.51E+00,4.02E-01,7.90E-02,2.72E+00,4.38E-01,0.357535005,1.94E-02,4.68E-02,-2.44E-02,-1.95E-02,8.40E-02,6.52E-02,-1.32E-01
2.41E+00,1.37E-01,5.59E-01,2.68E+00,5.96E-01,0.352409796,-1.06E-01,7.54E-02,-8.79E-02,1.78E-02,1.96E-01,1.47E-02,1.62E-02
1.74E+00,3.08E-01,1.01E-01,2.12E+00,4.59E-01,0.405283748,2.62E-01,-1.69E-02,-3.50E-02,-1.52E-01,1.28E-01,2.41E-02,-4.05E-02
3.59E+00,-8.63E-02,-1.63E-01,2.39E+00,4.34E-01,0.386112167,2.38E-01,-2.30E-02,-1.17E-01,1.08E-01,7.66E-02,1.22E-01,-1.64E-01
3.93E+00,-3.14E-01,-7.04E-04,2.27E+00,4.85E-01,0.214787126,6.93E-01,-2.47E-02,-1.42E-01,1.11E-01,-8.92E-02,2.06E-01,-1.95E-01
3.03E+00,-2.26E-01,-4.11E-01,2.75E+00,4.54E-01,0.385201134,3.25E-01,-9.41E-02,-8.68E-02,2.69E-01,3.91E-02,7.11E-02,-1.90E-01
3.68E+00,3.96E-01,-6.52E-01,1.96E+00,7.04E-01,0.297749544,3.45E-01,-3.76E-03,-2.65E-02,6.58E-02,-7.91E-02,2.84E-02,-1.53E-01
4.29E+00,4.86E-03,-5.14E-01,2.93E+00,4.05E-01,0.344775465,4.43E-01,-5.08E-02,4.69E-02,1.39E-01,-9.42E-02,8.49E-02,-1.76E-01
3.63E+00,-1.85E-01,-9.10E-01,2.78E+00,6.50E-01,0.265083362,1.09E-01,1.26E-02,-1.18E-01,1.21E-01,-1.66E-02,3.02E-02,-2.11E-01
3.71E+00,-2.92E-01,-3.71E-01,3.54E+00,2.43E-01,0.316874279,3.74E-01,1.08E-02,-1.03E-01,9.78E-02,4.35E-02,1.26E-01,-1.77E-01
3.30E+00,1.85E-02,-2.78E-01,2.75E+00,7.25E-01,0.312421615,6.28E-01,7.03E-02,-1.04E-01,1.26E-01,1.43E-01,1.12E-01,-5.63E-02
4.07E+00,9.25E-02,-6.92E-01,2.45E+00,5.51E-01,0.223549643,1.79E-01,-7.54E-02,-3.61E-02,1.40E-01,-7.17E-02,6.81E-02,-8.18E-02
3.53E+00,-2.08E-01,-6.46E-01,2.50E+00,9.69E-02,0.340577496,5.86E-01,-1.25E-02,9.65E-02,1.15E-01,2.89E-02,1.15E-01,-1.50E-01
2.77E+00,8.76E-02,-5.74E-01,2.40E+00,7.20E-01,0.309275672,6.15E-01,-7.84E-02,-7.43E-02,1.30E-01,-6.12E-02,1.99E-01,-6.80E-02
4.06E+00,-1.07E-01,-2.36E-01,2.56E+00,3.46E-01,0.380379865,3.67E-01,-9.34E-04,-5.63E-02,1.06E-01,-8.94E-02,1.39E-01,-1.01E-01
4.10E+00,-1.51E-01,-2.24E-01,2.52E+00,6.85E-01,0.352780634,7.96E-02,-2.75E-02,-6.90E-02,1.47E-01,1.23E-02,1.17E-01,-1.88E-01
4.26E+00,-1.98E-01,-6.93E-01,1.70E+00,6.52E-01,0.334237853,3.55E-01,6.97E-04,-3.20E-02,7.55E-02,-4.61E-02,9.82E-02,-2.08E-01
3.68E+00,-2.44E-01,-2.19E-01,1.77E+00,5.31E-01,0.260841028,4.04E-01,-7.49E-03,-6.08E-02,7.64E-02,-1.50E-01,1.10E-01,-1.60E-01
3.70E+00,-4.58E-02,-5.13E-01,2.21E+00,4.40E-01,0.16422313,6.45E-01,-8.80E-02,1.16E-01,1.96E-01,-5.48E-02,5.50E-02,-1.21E-01
4.29E+00,-2.00E-01,-3.88E-01,2.11E+00,3.06E-01,0.367350124,2.83E-01,-4.65E-02,-3.63E-02,6.26E-02,-2.64E-03,9.06E-02,-8.96E-02
4.36E+00,3.50E-02,-2.93E-01,2.46E+00,7.16E-01,0.222236183,4.44E-01,-5.29E-02,-1.16E-01,1.07E-01,-1.38E-02,1.12E-01,-8.35E-02
3.76E+00,-2.43E-01,-3.65E-01,2.93E+00,5.41E-01,0.275361151,3.38E-01,-6.18E-02,-7.89E-02,1.03E-01,-7.79E-02,1.66E-01,-2.07E-01
4.49E+00,1.29E-02,-7.85E-01,2.79E+00,1.95E-01,0.3004998,5.58E-01,3.69E-03,-3.49E-02,9.74E-02,-5.37E-03,1.05E-01,-1.14E-01
4.34E+00,-4.36E-01,-8.38E-01,1.92E+00,4.94E-01,0.324118257,4.70E-01,-3.26E-03,-4.25E-02,5.59E-02,-4.78E-02,1.71E-01,-1.34E-01
4.01E+00,2.87E-01,-6.03E-01,2.41E+00,5.51E-01,0.139283565,4.94E-01,-4.80E-02,-1.21E-01,1.37E-01,2.32E-02,1.34E-01,-2.82E-01
3.38E+00,-3.30E-02,-4.15E-01,1.81E+00,3.66E-01,0.400216094,2.50E-01,-5.36E-02,-1.16E-02,5.65E-02,-5.82E-02,2.10E-01,-1.14E-01
3.56E+00,-1.28E-01,-8.61E-01,2.73E+00,5.43E-02,0.380261241,-1.28E-02,-3.16E-02,-8.42E-02,2.05E-01,-5.30E-02,1.38E-01,-1.20E-01
3.51E+00,-1.09E-01,-6.56E-01,1.89E+00,4.53E-01,0.38174968,7.61E-01,-1.83E-02,-1.11E-01,3.58E-02,-6.17E-02,9.79E-02,-7.99E-02
2.24E+00,-2.15E-01,-2.34E-01,3.99E+00,3.62E-01,0.337529958,5.12E-02,-1.07E-02,-5.17E-02,1.18E-01,3.45E-02,1.01E-01,-1.58E-01
3.54E+00,-3.45E-02,-5.97E-02,2.78E+00,6.71E-01,0.269365719,2.39E-01,4.75E-02,1.70E-02,8.02E-02,4.32E-02,1.63E-01,-1.66E-01
3.16E+00,-1.04E-01,7.04E-02,3.68E+00,2.94E-01,0.308831774,5.53E-01,-6.67E-03,1.62E-01,1.08E-01,4.14E-02,4.40E-02,-1.29E-01
3.55E+00,1.35E-01,-1.01E-01,2.13E+00,8.33E-01,0.330883274,-2.48E-02,-2.45E-02,-1.58E-02,7.14E-02,2.60E-02,1.15E-01,-1.70E-01
4.03E+00,4.81E-02,-2.12E-01,3.00E+00,4.70E-01,0.262152007,6.47E-01,5.11E-02,-1.34E-02,1.45E-01,4.66E-02,1.78E-01,-1.82E-01
3.51E+00,2.17E-01,5.87E-02,2.45E+00,6.32E-01,0.390925539,-4.25E-01,-7.34E-03,-1.35E-02,7.61E-02,1.40E-01,7.04E-03,-1.95E-01
3.42E+00,8.30E-02,-1.74E-01,2.84E+00,6.55E-01,0.412878056,3.16E-02,6.47E-02,-6.28E-02,1.12E-01,5.09E-02,1.84E-01,-1.88E-01
2.97E+00,3.65E-01,-1.84E-01,3.74E+00,2.20E-01,0.280275409,3.95E-01,2.52E-02,-7.99E-02,1.68E-01,8.14E-02,1.83E-01,-2.00E-01
3.22E+00,3.59E-01,2.30E-01,2.84E+00,5.27E-01,0.350661659,1.62E-02,5.54E-02,8.98E-03,8.55E-02,8.30E-02,2.21E-01,-1.74E-01
3.32E+00,4.63E-02,1.91E-01,3.04E+00,9.91E-01,0.390283012,8.12E-02,7.06E-02,3.42E-02,1.09E-01,1.23E-01,1.70E-01,-6.01E-02
3.46E+00,-1.68E-02,5.45E-02,3.47E+00,4.14E-01,0.372254707,2.25E-02,9.41E-02,-2.56E-02,1.29E-01,1.73E-02,8.57E-02,-9.23E-02
3.66E+00,3.79E-01,2.26E-01,2.99E+00,6.79E-01,0.384998205,6.81E-02,3.83E-02,-2.69E-02,1.38E-01,5.56E-02,3.91E-02,-5.72E-02
3.56E+00,-2.11E-02,-6.15E-01,3.38E+00,4.63E-01,0.370717935,2.74E-01,-3.44E-02,-2.41E-02,9.61E-02,4.63E-02,1.36E-01,-8.74E-02
2.59E+00,2.26E-01,-2.69E-01,3.34E+00,4.55E-01,0.35400495,-1.03E-01,-6.54E-02,-9.18E-02,2.02E-01,-3.76E-02,2.13E-01,-1.88E-01
2.80E+00,4.29E-01,-1.31E-01,2.21E+00,6.51E-01,0.338051835,5.14E-02,9.38E-02,6.84E-03,1.08E-01,-4.14E-02,2.09E-01,-2.15E-01
3.22E+00,-2.82E-01,-1.79E-01,3.44E+00,4.58E-01,0.320572697,3.74E-01,6.54E-02,4.04E-02,1.20E-01,7.57E-02,9.16E-02,-1.53E-01
2.74E+00,-4.49E-02,-7.12E-03,2.68E+00,6.13E-01,0.378653724,1.16E-01,-8.12E-03,-3.66E-02,1.38E-01,-4.08E-03,1.55E-01,-1.51E-01
3.34E+00,-5.92E-02,4.05E-01,2.82E+00,3.91E-01,0.360534457,-2.16E-01,7.68E-02,-5.45E-02,1.09E-01,-4.68E-03,7.77E-02,-1.47E-01
2.72E+00,-1.78E-01,1.49E-01,4.22E+00,4.56E-01,0.410850002,1.47E-01,7.64E-02,-1.45E-02,1.62E-01,7.65E-03,1.66E-01,-1.77E-01
3.24E+00,-1.34E-01,3.03E-02,3.86E+00,6.39E-01,0.290419566,5.29E-02,-3.18E-02,-2.52E-02,-1.94E-02,5.06E-02,1.28E-01,-1.23E-01
3.49E+00,-4.95E-02,-2.84E-02,3.34E+00,4.91E-01,0.409527322,2.69E-01,-1.87E-02,6.48E-02,1.21E-01,3.24E-02,1.73E-01,-1.46E-01
3.34E+00,-2.90E-01,3.70E-01,2.22E+00,6.47E-01,0.373831421,1.47E-01,-9.72E-03,-2.58E-03,9.35E-02,7.29E-02,1.49E-01,-1.50E-01
2.75E+00,1.89E-01,-4.12E-01,3.94E+00,4.18E-01,0.381918374,7.07E-02,5.54E-03,-1.06E-01,9.38E-02,6.79E-02,1.85E-01,-1.82E-01
2.45E+00,4.07E-01,-4.88E-02,3.06E+00,3.16E-01,0.377614021,-1.22E-01,3.91E-02,2.75E-02,1.07E-01,1.01E-01,1.09E-01,-1.40E-01
3.25E+00,-1.84E-02,-4.34E-02,2.96E+00,4.26E-01,0.352283027,1.87E-01,3.71E-02,-8.67E-02,9.54E-02,-1.69E-03,3.60E-02,-8.21E-02
1.85E+00,2.07E-01,2.00E-01,3.33E+00,6.21E-01,0.285179082,2.50E-01,3.78E-02,-8.77E-02,1.45E-01,5.91E-02,1.43E-01,-7.10E-02
2.37E+00,-5.86E-02,2.45E-01,4.05E+00,8.04E-01,0.317511762,8.63E-02,7.85E-02,-7.10E-02,1.42E-01,2.72E-02,9.22E-02,-4.57E-02
2.01E+00,4.67E-01,8.20E-02,2.62E+00,4.94E-01,0.38368028,9.64E-02,-1.27E-02,-2.96E-02,1.36E-01,8.72E-02,1.47E-01,-5.49E-02
2.58E+00,4.55E-01,5.21E-01,3.76E+00,7.07E-01,0.36841232,3.43E-01,5.58E-02,-4.47E-02,1.49E-01,9.39E-02,1.19E-01,-1.08E-01
2.21E+00,1.97E-01,3.89E-01,4.09E+00,4.74E-01,0.345311979,3.45E-01,5.29E-02,-6.73E-02,1.75E-01,9.88E-02,1.79E-01,-1.11E-01
2.01E+00,3.01E-01,5.34E-01,4.11E+00,3.39E-01,0.381047944,6.75E-02,4.73E-02,-2.98E-03,1.51E-01,1.28E-01,1.53E-01,-7.21E-02
2.65E+00,3.17E-01,8.39E-02,3.97E+00,5.77E-01,0.29209638,4.76E-02,-4.14E-02,-9.80E-02,1.10E-01,1.11E-01,1.06E-01,-4.28E-02
1.58E+00,6.03E-01,4.26E-01,2.95E+00,5.28E-01,0.284588528,4.04E-01,2.74E-02,-7.17E-02,1.20E-01,8.12E-02,6.54E-02,-1.12E-01
2.43E+00,1.33E-01,1.43E-01,4.22E+00,4.24E-01,0.404886158,-4.45E-01,1.85E-02,-4.81E-03,1.52E-01,7.94E-02,1.18E-01,-9.94E-02
1.95E+00,3.86E-01,4.87E-01,2.54E+00,3.07E-01,0.352330658,1.44E-01,2.37E-02,-1.79E-02,7.17E-02,2.04E-01,5.91E-02,-2.36E-02
1.96E+00,1.32E-01,3.34E-01,4.36E+00,3.13E-01,0.340819126,1.22E-01,6.31E-02,-6.02E-02,1.72E-01,7.04E-02,6.38E-02,-1.16E-01
1.71E+00,2.34E-01,1.79E-01,4.28E+00,4.87E-01,0.240283962,-1.57E-01,4.96E-02,-9.33E-03,1.04E-01,1.53E-01,1.06E-01,-9.26E-02
2.11E+00,2.49E-01,4.36E-01,4.47E+00,5.21E-01,0.29690049,-3.51E-01,7.06E-02,-5.60E-02,1.61E-01,6.78E-02,1.37E-01,-1.63E-01
2.46E+00,1.33E-01,3.58E-01,4.21E+00,3.24E-01,0.394540395,1.32E-01,7.86E-02,1.00E-02,2.03E-01,1.08E-01,1.21E-01,-8.37E-02
1.63E+00,4.22E-01,3.91E-01,3.95E+00,5.21E-01,0.339252832,4.32E-02,9.48E-03,-7.90E-03,1.23E-01,9.23E-02,9.57E-02,-9.21E-02
2.15E+00,2.48E-01,3.55E-01,3.97E+00,6.33E-01,0.366057876,3.48E-03,7.50E-02,-8.83E-02,1.25E-01,6.32E-02,8.96E-02,-1.46E-01
1.77E+00,5.07E-01,3.95E-01,3.42E+00,8.24E-02,0.411093864,1.40E-01,5.50E-02,3.36E-03,1.90E-01,1.30E-01,4.22E-02,-1.27E-01
2.34E+00,5.01E-02,2.96E-01,3.91E+00,3.90E-01,0.412917872,-2.23E-01,2.10E-02,4.24E-02,1.70E-01,2.32E-01,1.13E-01,-3.60E-02
2.37E+00,3.88E-01,5.49E-01,3.13E+00,5.53E-01,0.38267014,8.48E-02,7.22E-02,-3.28E-02,1.93E-01,1.20E-01,1.41E-01,2.34E-04
2.24E+00,4.76E-01,5.26E-01,3.18E+00,3.97E-01,0.254162632,2.79E-02,-1.25E-02,3.04E-03,1.68E-01,1.02E-01,1.29E-01,-7.64E-02
1.82E+00,4.65E-01,1.51E-01,3.66E+00,6.10E-01,0.345381235,-9.26E-02,2.99E-03,-6.70E-02,1.36E-01,1.58E-01,-2.20E-02,-1.29E-01
1.85E+00,4.80E-01,2.16E-01,4.23E+00,2.13E-01,0.393533769,-7.57E-02,-2.17E-02,-4.03E-02,1.80E-01,8.09E-02,4.39E-02,-9.97E-02
1.54E+00,-4.60E-02,-1.33E-03,4.12E+00,7.44E-01,0.212700732,-4.80E-02,8.57E-02,2.10E-02,1.08E-01,1.39E-01,8.61E-02,-4.96E-02
1.83E+00,3.80E-01,2.52E-01,4.27E+00,9.49E-01,0.357687698,-2.98E-02,3.74E-02,-1.12E-01,3.63E-02,1.39E-01,1.65E-01,-5.88E-02
2.19E+00,1.82E-01,6.39E-02,4.43E+00,1.82E-01,0.194468878,-2.36E-01,3.65E-02,6.64E-02,1.47E-01,1.82E-01,6.15E-02,-9.28E-02
3.59E+00,2.18E-01,-2.15E-01,2.66E+00,1.12E-01,0.297424394,3.94E-01,8.99E-04,-1.64E-01,5.74E-02,1.08E-01,2.04E-02,-1.61E-01
2.93E+00,3.96E-01,-4.34E-01,3.21E+00,4.67E-01,0.184805583,-2.87E-02,-1.34E-02,-1.04E-01,4.40E-02,1.17E-01,2.33E-02,-2.09E-01
4.06E+00,4.01E-01,-1.06E-01,3.31E+00,3.12E-01,0.335103156,8.82E-02,-7.93E-02,-1.32E-01,1.33E-01,8.58E-02,-1.88E-02,-1.72E-01
4.04E+00,1.49E-01,-2.59E-01,3.25E+00,4.61E-01,0.335072436,3.01E-03,3.86E-02,-8.74E-02,1.14E-01,9.10E-02,-4.83E-02,-1.63E-01
3.82E+00,3.40E-01,-2.38E-01,4.24E+00,2.50E-01,0.244440625,2.19E-01,2.99E-02,-2.01E-01,5.36E-02,3.69E-02,4.40E-02,-1.32E-01
4.04E+00,1.43E-01,-7.93E-02,3.41E+00,1.87E-01,0.314004821,3.73E-01,1.14E-02,-1.69E-01,9.13E-02,3.97E-02,2.12E-02,-2.30E-01
3.02E+00,2.01E-01,-8.37E-02,4.13E+00,2.27E-01,0.325707292,5.13E-01,4.31E-02,-1.68E-01,1.17E-01,8.07E-02,-4.04E-02,-8.44E-02
3.21E+00,6.81E-01,8.83E-02,2.45E+00,2.19E-01,0.3383633,2.47E-01,6.38E-02,-1.25E-01,2.25E-02,2.08E-01,-1.95E-02,-2.24E-01
3.32E+00,3.47E-01,-1.04E-01,4.35E+00,8.17E-01,0.368385528,2.51E-01,9.99E-02,-1.69E-01,8.93E-02,3.33E-02,4.14E-02,-1.91E-01
3.28E+00,1.24E-01,-2.52E-01,3.16E+00,4.69E-01,0.266850725,6.13E-02,6.63E-02,-8.12E-02,1.49E-01,1.70E-02,1.13E-02,-2.07E-01
3.72E+00,5.03E-01,-2.49E-01,3.47E+00,2.81E-01,0.363766857,5.04E-01,-9.43E-02,-1.44E-01,1.66E-01,1.28E-01,2.94E-02,-1.27E-01
3.70E+00,1.24E-01,-1.42E-01,3.05E+00,6.00E-01,0.30855103,1.28E-01,3.94E-02,-9.91E-02,1.24E-01,2.89E-02,1.24E-03,-1.82E-01
2.50E+00,5.46E-01,-7.38E-02,2.15E+00,3.13E-01,0.337365811,4.48E-01,6.15E-02,-1.19E-01,7.03E-02,2.36E-02,-5.63E-02,-1.25E-01
3.31E+00,7.29E-02,1.24E-01,3.22E+00,3.26E-01,0.401353251,1.76E-01,-7.04E-02,-7.37E-02,9.49E-02,3.04E-02,8.47E-02,-2.11E-01
2.73E+00,3.39E-01,-4.31E-01,3.44E+00,4.61E-01,0.363825073,2.06E-01,4.34E-02,-1.26E-02,1.32E-01,1.57E-01,-4.07E-03,-2.12E-01
3.24E+00,-8.72E-02,-1.14E-02,2.63E+00,4.79E-01,0.356351953,1.97E-01,9.19E-02,-7.22E-02,8.23E-02,1.15E-01,-6.44E-02,-6.74E-02
3.72E+00,2.01E-01,2.87E-02,3.20E+00,2.48E-01,0.390018434,5.08E-02,-5.30E-02,-2.40E-01,1.04E-01,-5.22E-04,-5.02E-02,-2.27E-01
3.97E+00,1.38E-01,1.11E-01,3.33E+00,1.04E-01,0.388442382,5.20E-01,3.63E-02,-1.34E-01,1.63E-01,2.30E-02,-1.35E-01,-8.32E-02
3.68E+00,1.12E-01,-5.17E-01,2.95E+00,3.87E-01,0.323826514,4.13E-01,7.30E-03,-7.96E-02,6.32E-02,7.23E-02,-4.74E-02,-2.75E-01
3.50E+00,1.14E-01,-2.21E-01,3.27E+00,5.95E-01,0.30107026,1.11E-01,1.04E-02,-8.50E-02,3.94E-02,8.30E-02,-1.35E-02,-1.32E-01
3.49E+00,3.31E-01,-2.41E-01,2.42E+00,7.91E-01,0.319919006,3.50E-01,-4.42E-02,-7.87E-02,1.65E-01,4.53E-03,-1.34E-01,-1.72E-01
4.31E+00,5.67E-03,1.43E-02,3.92E+00,3.13E-01,0.333711055,7.85E-02,-4.37E-02,-2.21E-03,7.31E-02,6.19E-03,-5.05E-02,-1.70E-01
3.97E+00,2.15E-02,-1.30E-01,2.96E+00,2.63E-01,0.363682262,6.39E-01,5.79E-03,-8.80E-02,8.19E-02,6.81E-02,-4.51E-02,-1.77E-01
3.54E+00,2.92E-01,-1.70E-01,3.50E+00,2.68E-01,0.405122289,3.87E-01,-5.98E-02,-7.16E-02,3.77E-02,6.07E-02,-4.67E-02,-1.75E-01
3.95E+00,4.06E-01,-3.45E-01,2.76E+00,5.51E-01,0.370519967,2.79E-02,7.33E-03,-1.32E-01,1.77E-01,7.30E-02,-7.06E-02,-2.13E-01
3.49E+00,-4.95E-02,-2.84E-02,3.34E+00,4.91E-01,0.409527322,2.69E-01,-1.87E-02,6.48E-02,1.21E-01,3.24E-02,1.73E-01,-1.46E-01
3.33E+00,3.34E-01,-4.01E-01,3.27E+00,5.84E-01,0.384207987,2.27E-01,4.33E-02,-1.64E-01,1.43E-01,2.16E-02,1.76E-01,-1.68E-01
3.96E+00,1.32E-01,-1.72E-01,3.36E+00,4.97E-01,0.306751664,3.13E-01,-9.02E-02,-1.54E-02,1.83E-01,7.47E-02,1.94E-01,-2.28E-01
3.61E+00,6.69E-02,1.29E-01,3.10E+00,5.95E-01,0.335665719,-3.61E-02,8.18E-04,-1.38E-01,8.37E-02,-2.21E-02,1.44E-01,-2.31E-01
2.99E+00,-2.02E-01,-6.31E-01,2.99E+00,2.70E-01,0.333298374,1.35E-01,-3.22E-03,-5.41E-03,1.20E-01,4.35E-02,1.89E-01,-1.91E-01
3.11E+00,-4.41E-01,-3.51E-01,2.78E+00,5.41E-01,0.382023767,5.95E-01,-3.28E-02,-2.17E-02,9.81E-02,8.21E-02,1.83E-01,-1.44E-01
2.92E+00,-1.77E-01,-4.30E-01,3.15E+00,4.80E-01,0.168764855,2.17E-01,-7.88E-02,-3.92E-02,1.13E-01,-1.40E-02,1.70E-01,-1.65E-01
2.54E+00,2.82E-02,-3.07E-01,3.46E+00,1.42E-01,0.351082237,4.46E-01,-5.14E-02,-8.94E-02,1.86E-01,3.80E-02,2.26E-01,-1.80E-01
3.21E+00,-6.69E-02,-1.34E-01,3.23E+00,7.79E-01,0.384792092,4.35E-01,-6.04E-02,-1.13E-01,2.04E-01,-6.88E-02,2.66E-01,-1.94E-01
3.13E+00,1.71E-02,-3.44E-01,3.11E+00,4.73E-01,0.40999028,-4.37E-03,-5.22E-02,-6.84E-02,1.04E-01,6.37E-02,1.00E-01,-2.58E-01
3.06E+00,-1.02E-01,-4.00E-01,3.34E+00,3.56E-01,0.377631015,5.27E-01,-4.12E-02,-5.56E-02,9.66E-02,6.98E-02,1.50E-01,-1.63E-01
3.06E+00,-2.12E-01,-5.86E-02,3.26E+00,3.91E-01,0.40685397,2.78E-01,-1.32E-02,-1.36E-01,1.03E-01,7.55E-02,8.79E-02,-2.05E-01
2.89E+00,-7.62E-02,-5.51E-01,3.81E+00,2.14E-01,0.382746631,3.73E-01,4.04E-04,-1.28E-01,1.13E-01,3.10E-02,2.00E-01,-2.01E-01
3.67E+00,-4.97E-02,-1.55E-01,2.63E+00,4.62E-01,0.388709895,2.18E-01,-7.85E-02,-8.44E-02,1.33E-01,8.51E-02,1.02E-01,-1.62E-01
3.24E+00,-1.17E-01,-4.00E-01,3.02E+00,5.04E-01,0.314109965,2.38E-01,-3.89E-02,-5.78E-02,1.21E-01,-2.23E-02,6.68E-02,-2.45E-01
2.61E+00,-2.67E-01,-4.94E-01,3.80E+00,3.61E-01,0.32263234,4.22E-01,3.10E-02,-9.00E-02,9.82E-02,-1.97E-02,1.82E-01,-2.40E-01
3.40E+00,2.59E-01,-3.98E-01,3.43E+00,6.31E-01,0.408578953,5.22E-01,-5.85E-02,-1.50E-01,5.89E-02,6.72E-02,1.47E-01,-1.68E-01
3.06E+00,-2.39E-03,-2.84E-01,3.80E+00,4.97E-01,0.398109688,7.76E-01,-1.80E-02,-1.19E-01,1.38E-01,1.14E-01,2.64E-01,-1.94E-01
2.09E+00,6.74E-02,-7.01E-01,2.69E+00,-1.93E-02,0.372482776,2.22E-01,-4.93E-03,-3.47E-02,8.81E-02,1.28E-01,2.01E-01,-2.10E-01
3.66E+00,-1.27E-01,-4.26E-01,3.08E+00,4.39E-01,0.304205082,3.25E-02,6.33E-03,-5.24E-02,9.54E-02,-5.26E-02,1.12E-01,-1.95E-01
3.58E+00,1.09E-01,-3.26E-01,4.11E+00,4.47E-01,0.339352601,2.97E-01,3.63E-02,-8.57E-02,7.92E-02,1.22E-01,2.37E-01,-1.64E-01
2.75E+00,1.36E-01,-3.30E-01,2.77E+00,8.08E-01,0.295887497,4.36E-01,-4.18E-02,-1.08E-01,2.19E-01,1.19E-01,2.32E-01,-2.03E-01
2.60E+00,-1.85E-01,-1.30E-01,4.09E+00,4.95E-01,0.36640527,3.95E-01,2.01E-02,-1.12E-02,1.45E-01,6.47E-02,1.73E-01,-2.02E-01
2.91E+00,8.02E-02,-4.98E-01,3.51E+00,3.54E-01,0.385319014,6.16E-01,-7.00E-02,-4.36E-02,8.88E-02,7.90E-03,2.37E-01,-1.70E-01
2.69E+00,-2.79E-01,1.27E-02,2.99E+00,2.26E-01,0.3849784,6.54E-01,-5.21E-02,-6.58E-02,1.38E-01,2.08E-02,1.36E-01,-1.52E-01
3.70E+00,-5.24E-02,-3.79E-01,3.49E+00,7.49E-01,0.251538773,1.93E-01,-6.59E-02,-1.07E-01,2.22E-01,6.06E-02,1.07E-01,-1.07E-01
3.48E+00,-2.77E-01,-1.15E-01,2.09E+00,7.39E-01,0.271463277,2.35E-01,2.12E-02,-1.07E-01,1.90E-01,1.77E-01,1.11E-01,-2.24E-01
3.39E+00,-2.47E-01,7.12E-02,3.16E+00,6.27E-01,0.316748048,3.67E-02,-8.36E-02,-1.39E-01,2.98E-01,8.97E-02,7.50E-02,-2.30E-01
4.21E+00,7.01E-02,-2.56E-01,3.86E+00,-5.85E-02,0.399316969,2.53E-01,-1.72E-02,-1.72E-01,2.32E-01,1.03E-01,1.12E-01,-1.25E-01
3.72E+00,6.06E-02,-1.41E-01,2.45E+00,3.01E-01,0.360036519,2.73E-01,-3.82E-02,-1.03E-01,2.72E-01,7.78E-02,1.19E-01,-8.80E-02
3.62E+00,-2.63E-01,-2.54E-01,2.99E+00,5.10E-01,0.23255966,3.50E-01,-7.63E-02,-1.79E-01,1.49E-01,7.19E-02,9.88E-02,-2.22E-01
