"Cd,H","Ca,1","Cp,H","Cd,T","Ca,T","Cp,T",Ca-2,"dCa,3","Cs,1","Cs,2","Cs,3","Cs,4","Cs,5"
3.30E+00,5.45E-01,6.77E-01,3.45E+00,5.91E-01,0.142143266,7.67E-01,-1.61E-02,-3.11E-02,-6.39E-02,1.73E-02,-3.25E-02,3.65E-02
3.83E+00,8.25E-01,8.04E-01,4.33E+00,6.32E-01,0.387228031,6.96E-01,3.41E-02,4.41E-02,3.22E-02,-1.03E-01,3.60E-02,2.38E-02
4.06E+00,4.06E-01,5.80E-01,3.79E+00,7.54E-01,0.308828177,8.59E-01,3.33E-02,-2.38E-02,5.93E-02,5.88E-02,2.86E-03,-8.51E-03
4.19E+00,7.60E-01,3.81E-01,4.47E+00,5.87E-01,0.409686134,1.14E-01,7.13E-02,-4.54E-02,4.86E-02,3.79E-02,1.30E-01,-2.49E-02
4.16E+00,5.35E-01,6.42E-01,3.89E+00,6.49E-01,0.210318916,8.80E-01,8.53E-02,-1.65E-02,7.45E-02,3.65E-02,-5.68E-02,6.12E-02
3.85E+00,7.01E-01,5.99E-01,3.90E+00,8.90E-01,0.27282689,4.66E-01,7.26E-03,4.49E-02,-1.10E-01,2.43E-02,-4.27E-02,6.57E-04
3.82E+00,7.83E-01,7.01E-01,3.68E+00,6.45E-01,0.363281612,4.99E-01,-5.26E-03,3.81E-02,-8.36E-02,4.55E-02,-6.39E-02,-1.99E-02
3.76E+00,3.85E-01,8.27E-01,3.92E+00,6.33E-01,0.233377125,8.32E-01,3.34E-02,-6.08E-02,6.03E-02,9.06E-03,-5.70E-02,-2.05E-02
3.68E+00,6.69E-01,8.24E-01,3.32E+00,3.81E-01,0.238411371,7.17E-01,5.67E-03,-6.92E-02,3.43E-03,4.46E-02,3.61E-02,-4.79E-03
3.50E+00,8.07E-01,4.71E-01,3.68E+00,7.73E-01,0.215229246,8.64E-01,2.47E-02,2.20E-02,-3.34E-02,2.33E-02,-4.06E-02,-3.62E-03
4.07E+00,5.78E-01,7.55E-01,4.47E+00,4.77E-01,0.237120198,8.47E-01,-1.82E-02,1.03E-02,2.48E-03,-2.90E-02,2.10E-02,4.64E-02
3.76E+00,3.50E-01,9.05E-01,4.00E+00,7.57E-01,0.280873778,8.32E-01,-2.65E-02,6.04E-02,-7.14E-02,-1.48E-02,3.64E-03,4.58E-02
4.01E+00,4.72E-01,6.90E-01,3.54E+00,5.71E-01,0.19464241,6.29E-01,4.74E-03,-5.74E-02,2.53E-02,1.99E-02,-4.72E-02,3.46E-02
4.30E+00,6.87E-01,8.29E-01,3.62E+00,7.52E-01,0.236009792,6.33E-01,8.17E-02,-4.75E-02,-6.66E-03,-4.87E-02,-2.16E-03,-4.64E-02
3.97E+00,6.41E-01,6.26E-01,3.41E+00,6.28E-01,0.280499549,5.33E-01,2.82E-02,2.84E-02,-4.36E-02,-1.25E-02,-3.33E-02,4.98E-02
4.24E+00,8.28E-01,3.87E-01,4.42E+00,4.44E-01,0.295643551,6.44E-01,-4.54E-03,-4.05E-02,4.07E-02,-5.01E-02,1.55E-02,6.36E-02
3.68E+00,7.11E-01,6.59E-01,4.38E+00,8.12E-01,0.204059486,6.38E-01,8.78E-02,2.12E-02,1.16E-02,3.60E-02,-9.91E-02,-1.73E-02
4.00E+00,4.40E-01,4.03E-01,3.37E+00,2.22E-01,0.166469164,5.48E-01,-2.11E-02,6.01E-02,-6.97E-03,-3.24E-02,6.71E-02,1.39E-02
4.40E+00,3.66E-01,9.19E-01,4.43E+00,2.79E-01,0.310487418,7.50E-01,-7.60E-02,-6.36E-02,-3.92E-02,1.80E-02,-1.22E-02,5.65E-03
3.53E+00,9.82E-01,6.20E-01,3.43E+00,6.68E-01,0.205323577,9.52E-01,-1.79E-03,-3.75E-02,-9.04E-02,1.14E-02,1.69E-02,1.01E-01
3.44E+00,9.13E-01,6.59E-01,3.83E+00,5.87E-01,0.364628976,5.39E-01,6.20E-02,1.88E-02,1.02E-01,5.13E-02,-3.69E-02,-3.41E-02
3.69E+00,7.16E-01,4.57E-01,3.77E+00,7.02E-01,0.240611676,5.92E-01,-1.67E-02,7.56E-03,-5.26E-02,-6.31E-02,1.45E-02,-1.21E-01
3.99E+00,5.63E-01,6.62E-01,4.22E+00,8.18E-01,0.197747793,7.87E-01,-5.39E-02,-1.15E-02,-2.74E-02,-3.98E-02,1.19E-02,-4.71E-02
3.47E+00,6.11E-01,4.60E-01,4.28E+00,5.70E-01,0.195166355,6.79E-01,8.69E-04,5.28E-02,4.54E-02,4.17E-02,7.43E-02,-5.50E-02
4.46E+00,6.29E-01,7.96E-01,3.83E+00,4.52E-01,0.305121531,7.23E-01,-1.13E-02,3.57E-03,-2.33E-02,-8.94E-02,5.21E-02,-8.49E-03
4.44E+00,5.49E-01,4.59E-01,4.30E+00,5.50E-01,0.362150409,5.07E-01,5.03E-02,-3.62E-02,-1.14E-02,-9.70E-03,2.12E-02,3.67E-02
3.66E+00,8.56E-01,4.85E-01,4.28E+00,7.61E-01,-0.001786229,5.60E-01,2.13E-02,-5.96E-02,1.94E-02,2.42E-03,4.03E-02,2.29E-02
3.90E+00,4.11E-01,6.90E-01,3.51E+00,6.38E-01,0.352331031,5.97E-01,2.10E-02,6.21E-02,3.72E-02,8.59E-03,-4.82E-02,-4.35E-02
3.65E+00,5.13E-01,6.89E-01,4.38E+00,7.15E-01,0.19814038,4.90E-01,2.95E-02,2.16E-03,5.11E-02,-1.19E-01,5.87E-02,-3.26E-02
3.47E+00,9.01E-01,1.14E-01,4.11E+00,4.51E-01,0.319941334,4.07E-01,-4.53E-02,-8.27E-03,9.57E-02,1.66E-02,3.08E-02,-4.01E-02
4.31E+00,3.21E-01,2.95E-01,4.26E+00,8.45E-01,0.305261241,7.86E-01,2.20E-02,-1.70E-02,9.65E-03,7.89E-02,-5.02E-02,5.02E-02
4.37E+00,7.05E-01,6.51E-01,3.74E+00,4.93E-01,0.404444741,6.51E-01,6.01E-02,3.42E-02,5.45E-02,-1.73E-02,4.74E-02,9.77E-02
3.20E+00,9.52E-01,3.55E-01,3.29E+00,2.85E-01,0.241706411,6.84E-01,7.72E-02,4.89E-02,-6.08E-02,9.71E-02,-3.41E-02,1.30E-01
3.78E+00,6.88E-01,3.67E-01,4.22E+00,4.86E-01,0.271665627,3.71E-01,-1.41E-02,2.65E-02,2.74E-02,1.19E-02,5.16E-02,1.98E-03
3.71E+00,8.13E-01,5.52E-01,4.18E+00,2.90E-01,0.148512596,4.09E-01,-6.53E-02,-6.34E-02,-3.81E-02,-5.96E-03,-4.07E-03,-4.02E-02
4.33E+00,5.29E-01,7.57E-01,4.13E+00,7.71E-01,0.185109812,5.85E-01,-2.83E-03,2.71E-02,-8.27E-02,7.46E-02,-5.52E-02,-8.84E-03
2.85E+00,6.13E-01,7.11E-01,3.46E+00,1.05E-01,0.251889516,6.82E-01,4.72E-02,7.10E-02,-9.08E-04,-1.86E-02,4.96E-02,5.08E-03
3.82E+00,6.38E-01,6.80E-01,3.65E+00,4.20E-01,0.393537243,6.51E-01,-5.08E-02,6.80E-02,4.02E-02,3.08E-02,-9.04E-03,4.20E-02
3.31E+00,5.68E-01,6.88E-01,3.03E+00,7.51E-01,0.314888812,3.03E-01,4.52E-02,-1.95E-02,-1.54E-02,-8.02E-02,3.98E-02,-4.23E-02
4.42E+00,3.60E-01,9.66E-01,3.52E+00,4.87E-01,0.263325467,4.71E-01,-2.44E-02,-2.20E-02,-3.50E-02,-3.23E-02,-1.12E-01,5.51E-02
3.83E+00,5.02E-01,4.16E-01,3.48E+00,8.83E-01,0.323358884,6.95E-01,-4.40E-02,3.57E-02,-1.84E-03,9.77E-02,-1.93E-02,3.20E-02
4.09E+00,6.04E-01,4.78E-01,4.12E+00,3.89E-01,0.339049199,7.31E-01,-4.21E-02,6.35E-02,2.98E-02,6.85E-03,4.71E-02,3.28E-02
4.25E+00,4.07E-01,5.93E-01,3.99E+00,2.83E-01,0.368953466,8.94E-01,5.75E-02,-5.51E-03,-3.29E-03,-5.03E-02,-5.49E-02,3.37E-03
3.84E+00,9.39E-01,7.41E-01,3.90E+00,9.04E-01,0.264836646,8.43E-01,-5.50E-02,-6.25E-02,4.44E-02,-2.63E-02,5.16E-03,-4.19E-02
3.14E+00,9.24E-01,7.61E-01,3.81E+00,8.43E-01,0.167805323,7.98E-01,3.50E-02,4.74E-02,-5.56E-03,-5.88E-03,5.42E-02,-5.03E-02
3.98E+00,5.10E-01,8.09E-01,3.95E+00,2.81E-01,0.364615828,5.72E-01,-1.84E-02,-1.54E-02,-1.13E-02,-4.25E-02,-6.72E-02,-7.64E-02
4.21E+00,6.50E-01,4.58E-01,3.80E+00,5.99E-01,0.375250191,6.02E-01,-2.54E-02,2.77E-02,2.80E-02,2.10E-02,-6.22E-02,-2.69E-02
4.27E+00,4.80E-01,3.22E-01,4.22E+00,8.11E-01,0.27892176,5.26E-01,5.30E-02,8.09E-02,-3.77E-02,6.08E-02,-4.17E-02,5.75E-02
4.00E+00,9.07E-01,8.37E-01,3.04E+00,5.92E-01,0.178490004,5.12E-01,2.21E-02,-8.71E-02,5.68E-02,-3.10E-02,5.81E-02,-7.16E-03
3.44E+00,9.13E-01,6.59E-01,3.83E+00,5.87E-01,0.364628976,5.39E-01,6.20E-02,1.88E-02,1.02E-01,5.13E-02,-3.69E-02,-3.41E-02
3.68E+00,8.21E-01,7.17E-01,3.78E+00,5.44E-01,0.332326562,4.27E-01,9.48E-02,2.00E-02,9.55E-02,-1.72E-03,-3.00E-02,-5.25E-02
4.40E+00,8.34E-01,4.77E-01,4.37E+00,4.77E-01,0.296222529,2.89E-01,1.02E-02,6.94E-02,1.29E-01,-6.80E-02,-4.01E-02,1.06E-02
4.43E+00,5.95E-01,5.85E-01,3.45E+00,8.65E-01,0.327237118,4.97E-01,6.04E-02,1.32E-01,2.26E-01,-6.82E-02,-3.67E-03,7.32E-03
4.18E+00,8.49E-01,7.76E-01,3.87E+00,4.87E-01,0.373955627,5.18E-01,5.41E-02,-2.22E-02,1.38E-01,-9.28E-02,4.32E-02,1.67E-02
3.41E+00,9.55E-01,8.99E-01,3.58E+00,4.89E-01,0.277838436,4.40E-01,-9.31E-04,-2.97E-02,1.02E-01,1.05E-01,-4.11E-02,-2.01E-02
4.28E+00,5.43E-01,5.02E-01,3.24E+00,5.75E-01,0.342876495,7.77E-01,7.03E-02,5.26E-02,-3.59E-03,1.12E-02,2.29E-02,5.20E-02
3.70E+00,5.38E-01,5.83E-01,3.49E+00,7.37E-01,0.279193615,6.28E-01,-6.15E-03,1.47E-02,7.16E-02,-4.43E-02,1.24E-02,-1.29E-01
3.76E+00,7.68E-01,6.99E-01,4.47E+00,6.73E-01,0.172241489,9.13E-01,1.23E-02,7.78E-03,2.74E-02,7.34E-02,4.36E-03,-9.51E-02
4.17E+00,9.51E-01,3.33E-01,3.70E+00,7.52E-01,0.285401197,2.45E-01,-6.83E-03,9.35E-02,-5.45E-03,-2.84E-02,-4.19E-02,3.80E-02
4.09E+00,8.40E-01,5.07E-01,3.68E+00,5.31E-01,0.41344959,8.31E-01,-1.10E-02,-1.29E-02,9.80E-02,-1.62E-02,8.08E-03,-3.64E-02
4.45E+00,6.99E-01,3.49E-01,4.17E+00,2.62E-01,0.346472911,4.96E-01,-5.43E-03,-2.90E-02,1.72E-01,1.36E-01,-1.18E-01,-2.13E-02
4.13E+00,6.85E-01,4.10E-01,4.06E+00,6.56E-01,0.345751618,3.49E-01,3.64E-02,6.40E-02,2.63E-01,4.91E-02,-3.11E-02,-1.32E-02
3.49E+00,7.07E-01,1.18E-01,3.57E+00,6.10E-01,0.409936323,2.73E-01,-2.31E-03,-3.10E-02,6.20E-02,6.88E-03,1.52E-02,-4.31E-02
4.07E+00,7.49E-01,3.11E-01,4.40E+00,6.40E-01,0.236188699,5.33E-01,5.66E-02,6.08E-02,6.48E-02,2.85E-02,1.74E-02,-1.77E-02
4.05E+00,8.26E-01,5.18E-01,3.93E+00,3.89E-01,0.372260661,5.62E-01,2.09E-02,1.91E-02,6.81E-02,-4.46E-02,4.35E-02,4.28E-02
3.80E+00,9.50E-01,5.87E-01,4.09E+00,9.21E-01,0.398497561,7.45E-01,5.34E-02,2.41E-02,9.95E-02,8.29E-02,-3.07E-02,-5.72E-02
3.83E+00,7.98E-01,1.95E-01,3.69E+00,7.86E-01,0.300503067,6.65E-01,-5.33E-02,-3.15E-02,1.19E-01,7.06E-03,7.02E-02,-9.92E-02
4.36E+00,8.01E-01,1.21E-01,4.09E+00,8.43E-01,0.378246832,6.90E-01,9.65E-02,3.56E-03,4.32E-02,5.30E-02,-1.47E-02,2.52E-02
4.36E+00,6.81E-01,4.76E-01,3.74E+00,7.28E-01,0.394137679,5.52E-01,-3.67E-02,-5.99E-02,3.72E-02,6.62E-02,-4.38E-02,4.04E-02
4.38E+00,8.89E-01,3.21E-01,3.60E+00,6.66E-01,0.407805977,5.61E-01,5.80E-02,8.06E-02,1.66E-01,-2.30E-02,-6.97E-02,-8.45E-02
3.02E+00,9.23E-01,7.94E-01,3.28E+00,3.74E-01,0.321630593,1.81E-01,6.61E-02,1.16E-01,1.17E-01,-7.56E-02,4.70E-02,7.65E-02
4.35E+00,9.86E-01,1.86E-01,3.34E+00,7.23E-01,0.26620919,6.42E-01,3.75E-02,4.89E-02,1.72E-01,7.97E-02,8.82E-03,-6.25E-02
4.23E+00,7.51E-01,2.11E-01,2.91E+00,5.48E-01,0.410967798,7.75E-01,1.94E-02,1.83E-03,3.99E-02,-3.34E-02,1.16E-02,-3.20E-02
3.68E+00,6.47E-01,2.86E-01,3.94E+00,5.76E-01,0.374816216,8.43E-01,2.18E-02,9.05E-02,2.61E-02,6.76E-02,-8.20E-02,2.40E-02
4.31E+00,8.03E-01,3.13E-01,4.07E+00,6.31E-01,0.389037692,5.20E-01,4.26E-02,-8.90E-02,-5.43E-03,-5.37E-02,-6.15E-03,6.22E-02
3.53E+00,8.36E-01,5.54E-01,3.63E+00,6.04E-01,0.269173209,4.96E-01,1.10E-02,-1.21E-02,3.11E-02,7.71E-02,-4.70E-03,4.51E-02
4.23E+00,7.02E-01,6.56E-01,4.14E+00,2.70E-01,0.268061976,3.30E-01,-3.29E-02,2.63E-02,5.41E-03,-6.54E-02,-9.47E-02,1.51E-01
3.82E+00,1.88E-01,6.42E-01,4.24E+00,5.54E-01,0.352801762,5.42E-01,4.29E-02,1.31E-02,6.95E-02,1.41E-02,-8.21E-02,4.02E-02
4.32E+00,6.12E-01,4.91E-01,3.66E+00,6.20E-01,0.362610184,7.50E-01,1.36E-03,2.16E-02,-3.73E-02,-3.00E-02,-1.08E-02,1.30E-01
3.51E+00,6.55E-01,4.59E-01,3.32E+00,5.18E-01,0.283388524,5.44E-01,-2.54E-02,-8.60E-02,-1.76E-02,-7.46E-02,-4.85E-03,3.57E-02
4.44E+00,8.27E-01,1.30E-01,4.33E+00,6.91E-01,0.314175996,8.27E-02,-4.59E-02,5.84E-02,-4.69E-03,5.74E-02,-1.07E-01,2.56E-02
4.18E+00,6.35E-01,8.36E-01,3.44E+00,7.49E-01,0.370703174,3.22E-01,8.22E-02,-1.61E-02,5.66E-02,4.29E-02,-7.56E-02,-3.25E-02
4.04E+00,6.06E-01,8.33E-01,3.23E+00,5.86E-01,0.396243258,5.25E-01,-2.86E-02,-2.01E-02,2.99E-02,2.11E-02,-1.01E-01,5.70E-02
3.65E+00,4.13E-01,5.05E-01,4.34E+00,9.50E-01,0.330759565,5.88E-01,-2.43E-02,-2.97E-02,2.90E-02,3.82E-02,-1.23E-01,8.65E-02
3.91E+00,5.72E-01,4.16E-01,3.61E+00,2.65E-01,0.364525775,9.56E-01,1.34E-02,-1.38E-01,5.53E-02,4.66E-02,-2.47E-02,7.54E-03
4.31E+00,3.94E-01,6.55E-01,3.63E+00,5.63E-01,0.305790354,7.23E-01,-3.31E-02,3.35E-03,6.48E-03,-3.30E-02,-6.39E-02,-1.93E-02
3.60E+00,6.04E-01,5.79E-01,3.23E+00,8.68E-01,0.343388491,7.24E-01,4.04E-02,-2.08E-02,1.18E-01,-2.86E-02,-7.24E-03,-3.79E-02
4.37E+00,7.04E-01,5.09E-01,4.32E+00,6.86E-01,0.381053319,7.31E-01,2.39E-03,-5.08E-02,4.95E-02,2.99E-02,-5.77E-02,8.76E-02
4.26E+00,8.38E-01,4.56E-01,4.30E+00,4.51E-01,0.39915398,8.31E-02,-9.11E-02,1.63E-02,3.30E-02,-6.13E-02,-5.16E-02,5.58E-02
4.21E+00,7.89E-01,4.59E-01,4.11E+00,5.56E-01,0.339512447,4.51E-01,-8.45E-02,-3.60E-02,3.78E-02,-1.63E-03,-4.44E-03,1.12E-02
4.40E+00,6.30E-01,5.51E-01,3.98E+00,3.87E-01,0.365813641,5.70E-01,-8.77E-02,-5.19E-02,2.24E-02,2.02E-02,-8.96E-02,6.89E-02
4.44E+00,8.08E-01,5.00E-01,4.24E+00,8.84E-01,0.360777824,5.78E-01,-6.06E-02,-7.45E-02,2.65E-02,-3.06E-02,-1.01E-01,7.31E-02
3.84E+00,7.11E-01,2.79E-01,3.85E+00,8.11E-01,0.316724563,3.28E-01,-7.49E-02,3.17E-02,-1.53E-02,-1.50E-02,-4.94E-02,-9.24E-03
3.86E+00,5.85E-01,4.02E-01,3.85E+00,4.16E-01,0.401550557,1.63E-01,-5.33E-02,-8.08E-02,6.44E-02,8.68E-02,-7.91E-02,5.55E-02
4.27E+00,5.42E-01,6.77E-01,3.62E+00,4.59E-01,0.259640363,7.95E-01,3.62E-02,-3.72E-02,6.18E-02,-4.82E-03,-1.33E-01,1.39E-02
4.30E+00,9.28E-01,3.34E-01,3.85E+00,2.99E-01,0.340587585,4.13E-01,-1.84E-03,-4.66E-02,7.77E-02,-1.42E-02,-2.56E-02,-3.80E-04
4.04E+00,6.23E-01,6.20E-01,3.99E+00,7.07E-01,0.287073008,4.85E-01,-4.74E-02,-7.29E-02,4.14E-02,-2.55E-02,5.43E-02,7.40E-02
