"Cd,H","Ca,1","Cp,H","Cd,T","Ca,T","Cp,T",Ca-2,"dCa,3","Cs,1","Cs,2","Cs,3","Cs,4","Cs,5"
4.47E+00,4.07E-01,5.06E-01,3.81E+00,6.15E-01,0.313225519,8.00E-01,1.40E-03,-1.80E-01,1.75E-01,-1.29E-01,1.10E-01,-2.12E-01
4.27E+00,1.85E-01,6.05E-01,3.37E+00,4.60E-01,0.300144632,8.80E-01,1.39E-02,-1.51E-01,1.64E-01,-1.50E-01,1.14E-01,-2.24E-01
3.07E+00,-2.35E-01,3.56E-01,3.78E+00,5.11E-01,0.335427769,9.69E-01,9.58E-03,-1.59E-01,1.90E-01,-1.93E-01,9.65E-02,-1.82E-01
3.82E+00,-1.82E-01,5.08E-01,4.14E+00,4.65E-01,0.364281954,9.27E-01,7.79E-02,-1.74E-01,2.77E-01,-1.51E-01,7.12E-02,-2.24E-01
4.14E+00,3.03E-01,3.97E-01,2.94E+00,6.11E-01,0.404803837,7.34E-01,1.53E-02,-1.95E-01,2.01E-01,-1.45E-01,9.05E-02,-1.85E-01
4.10E+00,1.20E-01,6.54E-01,3.63E+00,3.25E-01,0.256521501,4.70E-01,8.44E-02,-1.16E-01,2.74E-01,-2.18E-01,4.09E-02,-2.12E-01
3.64E+00,4.01E-02,6.57E-01,3.66E+00,9.38E-01,0.398030922,9.04E-01,9.86E-02,-1.67E-01,1.85E-01,-2.11E-01,7.86E-02,-2.35E-01
4.39E+00,-9.70E-02,6.85E-01,4.16E+00,5.63E-01,0.343208715,3.56E-01,6.79E-02,-1.52E-01,2.52E-01,-2.00E-01,1.07E-01,-2.41E-01
4.28E+00,-7.42E-02,6.55E-01,4.19E+00,4.27E-01,0.28986643,8.45E-01,-7.42E-02,-1.87E-01,2.97E-01,-2.04E-01,1.23E-01,-2.20E-01
4.10E+00,-1.16E-01,5.01E-01,3.11E+00,5.89E-01,0.214393093,9.93E-01,5.79E-02,-7.72E-02,2.02E-01,-1.83E-01,1.89E-01,-2.07E-01
4.41E+00,-6.93E-02,7.25E-01,3.70E+00,6.78E-01,0.407834052,7.18E-01,3.61E-02,-6.54E-02,1.66E-01,-2.11E-01,1.03E-01,-1.18E-01
3.80E+00,-2.44E-01,5.48E-01,3.78E+00,5.45E-01,0.243640278,8.82E-01,4.80E-02,-6.37E-02,8.72E-02,-2.16E-01,6.72E-02,-2.08E-01
4.41E+00,3.31E-01,5.99E-01,3.62E+00,7.31E-01,0.334861196,8.79E-01,-5.53E-02,-1.53E-01,1.78E-01,-1.88E-01,9.64E-02,-2.31E-01
4.23E+00,4.16E-01,9.52E-01,4.20E+00,9.72E-01,0.353292671,8.88E-01,7.44E-02,-1.96E-01,1.55E-01,-1.49E-01,1.51E-01,-2.44E-01
3.62E+00,3.09E-01,9.83E-01,3.46E+00,9.02E-01,0.300991288,7.43E-01,5.54E-02,-1.09E-01,2.05E-01,-1.61E-01,9.36E-02,-2.30E-01
3.94E+00,1.89E-01,5.86E-01,3.83E+00,9.62E-01,0.21988331,6.78E-01,8.01E-02,-8.58E-02,1.83E-01,-1.74E-01,3.80E-02,-2.09E-01
3.59E+00,-2.35E-01,4.96E-01,3.93E+00,4.91E-01,0.38552951,8.95E-01,3.88E-02,-1.41E-01,2.30E-01,-2.08E-01,1.97E-01,-2.17E-01
4.05E+00,-4.25E-02,6.75E-01,3.33E+00,5.73E-01,0.311637434,7.72E-01,1.76E-02,-1.57E-01,2.42E-01,-1.46E-01,6.15E-02,-1.98E-01
3.69E+00,3.47E-01,7.30E-01,3.87E+00,4.06E-01,0.403708977,9.69E-01,-7.19E-02,-1.58E-01,1.97E-01,-1.65E-01,7.29E-02,-2.47E-01
4.21E+00,9.72E-02,4.89E-01,3.65E+00,5.79E-01,0.379920503,8.53E-01,8.44E-02,-4.87E-02,2.19E-01,-2.29E-01,6.11E-02,-2.72E-01
3.44E+00,1.78E-01,6.57E-01,3.60E+00,7.72E-01,0.232628337,8.30E-01,7.08E-03,-1.59E-01,2.73E-01,-1.11E-01,1.92E-01,-2.63E-01
4.36E+00,2.90E-01,6.84E-01,4.24E+00,4.93E-01,0.197838342,7.75E-01,7.04E-02,-1.62E-01,2.44E-01,-1.48E-01,8.26E-02,-2.89E-01
2.60E+00,-9.18E-02,1.13E-01,3.56E+00,6.35E-01,0.274863875,4.08E-01,6.38E-02,-2.50E-01,1.97E-01,-2.34E-01,1.22E-01,-5.79E-02
3.80E+00,-3.13E-01,4.29E-01,3.92E+00,4.47E-01,0.2329723,4.61E-01,-1.73E-02,-2.07E-01,2.50E-01,-2.05E-01,1.14E-01,-1.73E-01
3.86E+00,1.13E-01,-1.90E-02,3.11E+00,2.45E-01,0.365712011,5.66E-01,4.06E-02,-1.89E-01,2.41E-01,-1.96E-01,8.30E-02,-8.70E-03
2.64E+00,-3.56E-01,4.92E-02,4.20E+00,2.58E-01,0.326630191,7.71E-01,5.38E-02,-1.61E-01,1.94E-01,-2.15E-01,6.90E-02,-1.14E-02
2.11E+00,-4.27E-01,2.58E-01,3.69E+00,3.77E-01,0.339418756,7.64E-02,-3.54E-02,-1.61E-01,2.37E-01,-1.48E-01,6.68E-02,-3.06E-02
3.44E+00,2.22E-02,-7.57E-02,4.29E+00,5.17E-01,0.306496349,2.60E-01,1.29E-02,-1.85E-01,2.65E-01,-1.17E-01,1.22E-01,-9.62E-02
2.86E+00,-3.06E-01,1.16E-02,3.93E+00,5.01E-01,0.341010809,-1.73E-02,7.25E-02,-1.97E-01,2.47E-01,-1.60E-01,1.01E-01,5.63E-02
3.47E+00,-4.27E-01,6.18E-02,3.81E+00,2.00E-01,0.261615369,5.25E-01,-4.55E-03,-2.61E-01,1.89E-01,-1.58E-01,1.24E-01,-6.87E-03
2.92E+00,-2.54E-01,-8.29E-03,3.35E+00,1.59E-01,0.388350262,5.49E-01,-6.98E-02,-1.68E-01,2.36E-01,-2.27E-01,9.71E-02,-1.92E-01
2.70E+00,-1.69E-01,7.35E-02,3.34E+00,3.35E-01,0.341638038,3.13E-01,2.04E-02,-1.50E-01,2.51E-01,-2.56E-01,1.14E-01,-1.60E-02
3.33E+00,-5.35E-01,5.57E-02,3.77E+00,6.12E-01,0.403589527,7.31E-02,7.91E-02,-2.15E-01,2.26E-01,-1.99E-01,5.96E-02,-1.20E-01
3.53E+00,-4.03E-01,1.71E-01,3.30E+00,3.81E-01,0.340475287,5.08E-01,4.09E-02,-1.90E-01,2.48E-01,-2.23E-01,5.09E-02,-5.25E-02
2.88E+00,-5.23E-01,-8.40E-03,4.03E+00,5.74E-01,0.379442991,2.15E-01,8.64E-02,-9.49E-02,1.78E-01,-1.54E-01,1.85E-01,-6.36E-02
3.17E+00,-1.37E-01,-5.04E-01,3.95E+00,8.96E-01,0.354031081,2.57E-01,5.69E-02,-1.72E-01,2.36E-01,-2.45E-01,6.69E-02,-9.41E-02
2.72E+00,3.07E-02,1.05E-01,3.64E+00,6.09E-01,0.387300677,2.15E-01,-2.19E-02,-1.90E-01,2.49E-01,-2.06E-01,6.78E-03,-1.29E-01
2.54E+00,-1.25E-01,1.01E-01,4.47E+00,5.58E-01,0.372132983,5.29E-01,9.60E-02,-2.05E-01,2.24E-01,-2.08E-01,-1.02E-02,-2.79E-02
3.11E+00,-8.63E-02,3.23E-01,3.54E+00,2.72E-01,0.307395225,3.73E-01,5.57E-03,-2.64E-01,2.58E-01,-2.58E-01,5.87E-02,-3.07E-02
2.95E+00,-3.59E-01,3.13E-01,3.82E+00,3.71E-01,0.313135838,6.31E-01,3.74E-02,-2.15E-01,2.27E-01,-2.34E-01,1.07E-01,4.94E-02
2.83E+00,-3.49E-01,1.55E-01,3.99E+00,6.75E-01,0.357944791,6.95E-02,6.84E-02,-2.37E-01,2.58E-01,-4.52E-02,1.01E-01,-7.03E-02
3.35E+00,-2.39E-01,-8.66E-03,3.65E+00,9.12E-01,0.32465812,3.25E-01,3.58E-03,-2.49E-01,2.28E-01,-2.60E-01,2.13E-01,1.61E-02
1.89E+00,-1.59E-01,-5.11E-02,3.26E+00,6.11E-01,0.301558109,2.91E-01,9.36E-02,-2.27E-01,2.90E-01,-1.52E-01,2.81E-02,-8.30E-02
2.81E+00,-1.07E-01,2.41E-01,4.31E+00,4.12E-01,0.394141979,1.98E-01,4.56E-02,-1.79E-01,1.87E-01,-8.48E-02,1.51E-03,-2.00E-02
2.62E+00,-4.22E-01,-1.65E-01,3.74E+00,4.32E-01,0.384291218,4.91E-01,-7.87E-02,-1.76E-01,2.57E-01,-1.36E-01,1.57E-02,-1.77E-02
3.16E+00,2.00E-01,5.97E-02,3.90E+00,6.76E-01,0.3417388,-4.41E-02,-4.89E-02,-2.30E-01,2.83E-01,-1.93E-01,9.64E-02,-1.74E-02
3.78E+00,-2.59E-01,1.68E-01,3.58E+00,7.07E-01,0.375415784,6.41E-01,5.15E-02,-1.90E-01,2.69E-01,-2.46E-01,8.98E-02,-1.25E-01
3.33E+00,1.29E-01,2.37E-01,3.79E+00,8.03E-01,0.377197164,8.39E-01,7.30E-02,-2.74E-01,2.04E-01,-2.23E-01,9.83E-02,-1.67E-01
2.35E+00,3.53E-01,-1.68E-01,3.57E+00,6.24E-01,0.31257741,5.17E-01,7.05E-02,-1.25E-01,2.98E-01,-1.85E-01,6.45E-02,-1.06E-01
2.42E+00,1.62E-01,-3.55E-01,3.67E+00,5.46E-01,0.328152327,5.93E-01,2.11E-02,-2.16E-01,1.90E-01,-2.38E-01,1.26E-01,-1.34E-01
3.16E+00,8.11E-02,-2.32E-01,3.91E+00,5.47E-01,0.348881478,6.47E-01,-2.74E-02,-1.95E-01,2.62E-01,-2.37E-01,6.40E-02,-1.75E-01
2.37E+00,-9.88E-02,-8.04E-03,3.77E+00,4.38E-01,0.368381558,4.15E-01,5.13E-03,-2.05E-01,1.59E-01,-2.52E-01,1.27E-01,-1.32E-01
3.13E+00,-1.06E-02,-9.27E-02,2.53E+00,6.87E-01,0.381367306,6.14E-01,6.63E-02,-2.47E-01,1.90E-01,-2.35E-01,4.75E-02,-1.24E-01
2.74E+00,4.55E-01,1.50E-01,3.15E+00,4.12E-01,0.340565919,5.20E-01,6.70E-02,-2.30E-01,1.54E-01,-2.13E-01,1.15E-01,-1.77E-01
2.48E+00,1.69E-01,2.76E-01,4.41E+00,8.02E-01,0.377250129,6.60E-01,8.81E-02,-2.25E-01,2.18E-01,-2.56E-01,1.10E-01,-7.70E-02
3.11E+00,1.79E-01,-4.11E-01,3.30E+00,4.33E-01,0.189046015,8.12E-01,9.82E-02,-2.22E-01,2.36E-01,-2.62E-01,1.27E-01,-1.79E-01
3.29E+00,1.83E-01,-5.35E-02,3.38E+00,5.70E-01,0.36729964,8.31E-01,-6.00E-02,-1.06E-01,2.24E-01,-2.43E-01,6.81E-02,-1.59E-01
2.89E+00,4.56E-01,-3.68E-01,3.54E+00,5.35E-01,0.361368585,4.17E-01,-5.27E-03,-2.66E-01,2.18E-01,-2.74E-01,6.34E-02,-1.63E-01
2.20E+00,4.62E-01,-2.99E-01,3.67E+00,4.70E-01,0.342310955,7.89E-01,6.13E-02,-2.22E-01,2.76E-01,-2.99E-01,-2.47E-02,-1.86E-01
3.07E+00,3.70E-01,1.23E-01,3.22E+00,5.72E-01,0.408822113,6.98E-01,6.12E-02,-2.59E-01,2.00E-01,-1.99E-01,5.01E-02,-1.38E-01
2.67E+00,2.04E-01,-3.17E-01,2.47E+00,5.99E-01,0.387097582,1.40E-01,-1.15E-02,-2.17E-01,2.11E-01,-2.44E-01,6.83E-02,-1.89E-01
3.23E+00,4.06E-01,5.10E-01,3.36E+00,6.45E-01,0.349338069,8.95E-01,9.62E-02,-2.67E-01,2.05E-01,-2.93E-01,1.08E-01,-1.02E-01
2.56E+00,3.13E-01,-5.51E-01,3.19E+00,6.71E-01,0.391486779,4.24E-01,-4.03E-03,-1.36E-01,1.89E-01,-2.28E-01,1.30E-01,-1.87E-01
1.88E+00,5.54E-01,-3.30E-01,3.88E+00,7.96E-01,0.397065891,6.97E-01,-1.23E-02,-2.59E-01,2.57E-01,-2.06E-01,3.93E-02,-1.07E-01
2.92E+00,-1.46E-01,1.23E-02,2.97E+00,9.65E-01,0.34943664,5.83E-01,-1.26E-03,-2.53E-01,1.77E-01,-1.84E-01,7.86E-02,-9.22E-02
2.97E+00,8.22E-02,-1.28E-01,3.58E+00,2.61E-01,0.389553202,6.18E-01,6.10E-02,-2.65E-01,2.17E-01,-1.99E-01,4.81E-02,-1.36E-01
3.80E+00,5.89E-01,-9.49E-02,3.13E+00,7.14E-01,0.292853065,8.95E-01,3.95E-02,-2.04E-01,1.62E-01,-2.36E-01,1.10E-02,-1.36E-01
2.00E+00,2.78E-01,-5.40E-02,4.03E+00,7.72E-01,0.404761126,7.12E-01,7.78E-02,-2.17E-01,2.20E-01,-2.41E-01,1.57E-01,-1.40E-01
2.99E+00,1.75E-02,-1.02E-01,4.09E+00,7.29E-01,0.386011777,4.47E-01,2.61E-02,-1.45E-01,2.53E-01,-1.62E-01,1.72E-01,-1.03E-01
2.73E+00,6.97E-01,-1.46E-01,3.22E+00,8.45E-01,0.213698924,7.18E-01,7.66E-03,-2.40E-01,2.53E-01,-2.49E-01,2.12E-02,-1.15E-01
1.94E+00,4.06E-01,9.20E-02,2.71E+00,9.35E-01,0.377724086,8.70E-01,2.72E-02,-1.51E-01,1.87E-01,-1.26E-01,1.03E-02,-1.55E-01
2.59E+00,6.75E-01,-3.02E-01,3.13E+00,5.21E-01,0.202543179,4.44E-01,9.26E-02,-2.31E-01,2.92E-01,-1.97E-01,1.50E-01,-2.10E-01
3.35E+00,1.56E-01,8.05E-01,4.46E+00,8.10E-01,0.341024247,8.48E-01,1.02E-02,-3.68E-02,2.86E-01,-1.50E-01,8.77E-02,-2.00E-01
3.99E+00,4.03E-01,5.28E-01,3.70E+00,6.68E-01,0.340784684,8.61E-01,-1.56E-02,-4.39E-02,2.71E-01,-1.64E-01,6.70E-02,-2.86E-01
4.07E+00,3.48E-01,7.07E-01,4.22E+00,3.39E-01,0.392000924,7.48E-01,7.33E-02,-9.27E-02,2.05E-01,-2.39E-01,-2.29E-02,-2.92E-01
3.94E+00,4.46E-01,8.73E-01,3.77E+00,6.53E-01,0.273841992,9.84E-01,6.30E-02,-8.64E-02,2.70E-01,-1.65E-01,6.45E-02,-2.72E-01
3.66E+00,4.17E-01,8.92E-01,4.33E+00,6.05E-01,0.327571365,5.58E-01,5.45E-02,-1.38E-01,2.96E-01,-1.57E-01,7.08E-02,-1.84E-01
4.37E+00,4.02E-01,6.21E-01,3.54E+00,6.67E-01,0.35379218,7.16E-01,7.76E-02,-7.06E-02,2.95E-01,-1.95E-01,1.46E-01,-2.90E-01
4.34E+00,6.08E-01,7.24E-01,3.84E+00,4.40E-01,0.316832767,8.58E-01,6.01E-02,-1.19E-01,2.27E-01,-1.29E-01,4.16E-02,-2.45E-01
3.84E+00,2.40E-01,8.76E-01,3.89E+00,5.04E-01,0.223658261,9.05E-01,4.85E-02,-9.63E-02,2.83E-01,-2.10E-01,1.02E-01,-2.39E-01
4.38E+00,5.04E-01,8.21E-01,4.23E+00,5.72E-01,0.357938589,9.50E-01,9.55E-02,-1.12E-01,2.07E-01,-1.30E-01,-1.84E-02,-2.77E-01
4.17E+00,6.91E-01,6.46E-01,4.28E+00,2.17E-01,0.314700602,9.41E-01,9.25E-02,-1.04E-01,2.61E-01,-2.47E-01,3.93E-02,-2.70E-01
4.04E+00,5.48E-01,8.95E-01,4.11E+00,5.55E-01,0.239554359,7.15E-01,9.86E-02,-8.74E-02,2.80E-01,-1.90E-01,1.42E-02,-2.98E-01
4.33E+00,4.48E-01,9.18E-01,3.95E+00,4.55E-01,0.329993453,7.07E-01,7.39E-02,-2.27E-01,2.92E-01,-1.79E-01,-4.62E-02,-2.62E-01
3.77E+00,4.88E-01,5.04E-01,4.14E+00,5.82E-01,0.398802741,6.01E-01,5.06E-02,-7.37E-02,2.29E-01,-2.35E-01,7.46E-04,-2.44E-01
4.27E+00,4.33E-01,6.17E-01,3.48E+00,7.41E-01,0.35775162,7.77E-01,8.90E-02,-9.19E-02,2.71E-01,-1.63E-01,-6.05E-03,-2.75E-01
4.48E+00,4.44E-01,7.51E-01,3.72E+00,6.26E-01,0.243820136,7.54E-01,9.41E-02,-7.14E-02,2.95E-01,-1.99E-01,1.98E-02,-2.69E-01
4.10E+00,7.46E-01,4.93E-01,3.66E+00,5.56E-01,0.246917993,8.68E-01,7.03E-02,-2.04E-01,2.08E-01,-9.25E-02,1.97E-02,-2.42E-01
4.38E+00,5.45E-01,7.57E-01,3.47E+00,2.23E-01,0.276869146,7.21E-01,3.63E-02,-6.60E-02,2.83E-01,-1.71E-01,2.14E-02,-2.94E-01
4.12E+00,8.21E-01,7.71E-01,4.06E+00,5.36E-01,0.297665031,8.15E-01,8.96E-02,-1.22E-01,2.52E-01,-1.92E-01,-8.10E-02,-2.24E-01
3.19E+00,-2.73E-03,4.29E-01,3.51E+00,5.94E-01,0.405480227,7.67E-01,7.61E-02,-9.93E-02,2.58E-01,-1.33E-01,5.86E-02,-2.77E-01
3.62E+00,3.79E-01,5.03E-01,4.10E+00,7.85E-01,0.250065756,9.84E-01,7.45E-02,-1.58E-01,2.86E-01,-2.46E-01,7.51E-02,-2.92E-01
4.28E+00,5.37E-01,9.22E-01,4.44E+00,8.85E-01,0.394076279,5.72E-01,9.95E-02,-1.01E-01,2.03E-01,-1.73E-01,4.17E-02,-2.64E-01
4.35E+00,6.32E-01,5.88E-01,4.48E+00,6.28E-01,0.319152935,8.89E-01,9.78E-02,-1.17E-01,2.00E-01,-2.89E-01,-5.74E-02,-2.89E-01
3.91E+00,5.82E-01,9.99E-01,4.18E+00,6.99E-01,0.404884628,8.09E-01,5.27E-02,-6.98E-02,2.72E-01,-1.95E-01,1.22E-01,-2.96E-01
4.06E+00,4.08E-01,6.72E-01,3.90E+00,7.38E-01,0.364482278,6.88E-01,3.31E-02,-8.98E-02,2.73E-01,-1.35E-01,5.76E-02,-2.31E-01
4.03E+00,2.48E-01,9.00E-01,3.75E+00,4.91E-01,0.402680686,8.84E-01,5.68E-02,-6.77E-02,1.82E-01,-1.88E-01,3.28E-02,-2.20E-01
4.20E+00,5.26E-02,6.92E-01,3.91E+00,6.62E-01,0.389016067,9.39E-01,5.31E-02,-1.17E-01,2.36E-01,-1.66E-01,1.06E-01,-2.95E-01
4.19E+00,9.50E-02,1.57E-01,3.91E+00,4.12E-01,0.4036974,7.58E-01,8.03E-03,-1.13E-01,1.39E-01,-2.96E-01,8.69E-02,-2.92E-01
3.50E+00,2.26E-01,5.05E-01,4.09E+00,5.94E-01,0.35626835,6.22E-01,2.35E-03,-2.64E-02,2.10E-01,-2.26E-01,1.14E-01,-2.69E-01
3.74E+00,-1.24E-02,3.67E-01,4.18E+00,6.65E-01,0.314999084,8.38E-01,5.43E-02,-2.96E-02,5.23E-02,-2.53E-01,9.98E-02,-2.53E-01
4.47E+00,1.05E-01,5.24E-01,3.83E+00,8.97E-01,0.413101079,7.32E-01,2.74E-02,-7.16E-02,2.09E-01,-2.74E-01,1.27E-01,-2.50E-01
3.61E+00,1.01E-01,4.07E-01,4.08E+00,7.88E-01,0.392815743,6.23E-01,-1.82E-02,-1.17E-02,2.39E-01,-1.69E-01,9.87E-02,-2.70E-01
4.04E+00,2.63E-01,5.24E-01,4.23E+00,5.32E-01,0.371734897,9.20E-01,-5.77E-03,-1.61E-01,2.33E-01,-1.96E-01,1.42E-01,-2.91E-01
3.82E+00,-2.33E-01,4.63E-01,3.45E+00,7.34E-01,0.356332271,7.45E-01,1.26E-02,-6.91E-03,2.06E-01,-2.32E-01,8.84E-02,-2.11E-01
3.61E+00,2.06E-01,4.75E-01,3.71E+00,5.43E-01,0.340800975,4.99E-01,7.23E-02,-4.83E-02,2.58E-01,-1.97E-01,9.07E-02,-2.12E-01
3.82E+00,8.98E-02,4.36E-01,4.20E+00,9.20E-02,0.386046053,7.46E-01,-9.76E-03,-1.09E-01,2.58E-01,-2.62E-01,1.03E-01,-2.53E-01
4.44E+00,-2.66E-01,3.07E-01,3.47E+00,6.05E-01,0.388223782,5.39E-01,8.36E-02,-3.23E-02,2.19E-01,-2.91E-01,1.99E-01,-2.94E-01
3.64E+00,2.45E-01,3.41E-01,3.44E+00,7.19E-01,0.275026326,6.19E-01,-9.02E-03,-6.10E-02,2.30E-01,-2.03E-01,1.30E-01,-2.38E-01
3.42E+00,3.11E-01,4.88E-01,4.20E+00,9.64E-01,0.411437,8.94E-01,8.54E-02,-1.64E-01,1.71E-01,-2.73E-01,1.20E-01,-2.76E-01
3.99E+00,7.89E-03,2.70E-01,4.23E+00,6.93E-01,0.372064885,6.80E-01,6.62E-02,-1.35E-01,2.27E-01,-1.64E-01,1.15E-01,-1.48E-01
4.07E+00,3.61E-01,5.61E-01,3.32E+00,8.60E-01,0.388652837,6.99E-01,2.96E-02,1.01E-02,2.80E-01,-2.65E-01,1.85E-01,-2.94E-01
4.45E+00,1.39E-01,6.59E-01,3.72E+00,5.60E-01,0.363296621,6.38E-01,2.46E-02,-2.43E-02,2.54E-01,-1.86E-01,1.46E-01,-1.46E-01
4.48E+00,2.60E-01,7.21E-01,3.89E+00,-3.34E-02,0.365454338,6.84E-01,2.79E-02,6.67E-03,1.92E-01,-2.56E-01,2.32E-01,-2.73E-01
4.30E+00,3.09E-01,8.29E-01,4.19E+00,2.10E-01,0.384156221,9.06E-01,9.09E-03,7.40E-03,2.58E-01,-2.75E-01,1.51E-01,-2.75E-01
4.41E+00,-1.77E-01,2.55E-01,2.71E+00,6.37E-01,0.355429591,9.29E-01,-4.98E-03,-7.25E-02,2.54E-01,-2.92E-01,2.29E-01,-2.95E-01
4.17E+00,1.50E-01,2.86E-01,3.60E+00,5.30E-01,0.379699257,7.95E-01,4.15E-02,-1.07E-01,2.49E-01,-1.94E-01,1.39E-01,-2.65E-01
4.47E+00,5.14E-02,6.91E-01,4.31E+00,7.60E-01,0.190802463,7.63E-01,2.65E-03,-1.40E-01,2.60E-01,-2.03E-01,1.50E-01,-2.83E-01
4.06E+00,-1.38E-01,5.79E-01,3.71E+00,5.57E-01,0.344892807,6.86E-01,4.12E-02,-1.01E-01,1.71E-01,-2.10E-01,3.35E-03,-2.83E-01
3.89E+00,-4.04E-02,4.30E-01,3.74E+00,8.89E-01,0.234588831,6.81E-01,4.52E-02,-8.08E-02,2.77E-01,-1.50E-01,1.20E-01,-2.51E-01
4.07E+00,1.95E-01,6.64E-01,4.16E+00,7.42E-01,0.356597552,7.07E-01,5.64E-02,-7.31E-02,2.81E-01,-2.41E-01,2.22E-02,-1.99E-01
4.31E+00,-3.07E-01,6.50E-01,3.61E+00,7.56E-01,0.410574385,5.42E-01,-4.41E-02,2.09E-02,2.19E-01,-2.27E-01,1.25E-01,-2.59E-01
3.65E+00,-3.77E-01,2.83E-01,3.78E+00,6.06E-01,0.385996313,8.75E-01,5.98E-02,-2.09E-01,1.88E-01,-2.50E-01,6.61E-02,-2.29E-01
3.82E+00,1.79E-01,5.11E-01,3.67E+00,9.94E-01,0.321885619,9.78E-01,-3.61E-02,-2.24E-01,2.12E-01,-2.23E-01,4.84E-02,-1.76E-01
2.52E+00,1.39E-01,4.54E-01,3.38E+00,5.54E-01,0.3276529,8.87E-01,2.45E-02,-2.91E-01,1.48E-01,-1.95E-01,1.10E-01,-1.63E-01
3.66E+00,3.00E-01,2.62E-01,3.44E+00,7.14E-01,0.39713953,7.33E-01,6.22E-02,-2.55E-01,2.07E-01,-2.01E-01,-2.61E-02,-6.34E-02
2.44E+00,-1.02E-01,3.00E-01,4.34E+00,8.07E-01,0.324310353,6.00E-01,1.78E-02,-2.03E-01,2.98E-01,-2.09E-01,1.30E-01,-1.33E-01
2.89E+00,3.14E-01,1.51E-01,3.38E+00,7.40E-01,0.338115344,8.54E-01,7.51E-02,-2.90E-01,2.67E-01,-1.15E-01,8.04E-02,-1.33E-01
3.04E+00,-2.42E-01,4.06E-01,4.07E+00,7.37E-01,0.35941479,7.08E-01,2.08E-02,-2.11E-01,1.73E-01,-2.59E-01,5.34E-02,-2.19E-01
3.98E+00,7.08E-02,6.91E-02,2.65E+00,8.62E-01,0.313938046,8.86E-01,6.21E-02,-2.34E-01,2.19E-01,-2.57E-01,7.26E-02,-1.36E-01
3.50E+00,3.25E-03,3.55E-01,3.23E+00,8.78E-01,0.333756867,5.30E-01,-7.98E-04,-2.52E-01,2.37E-01,-2.21E-01,1.03E-01,-1.77E-01
2.63E+00,-3.16E-01,1.89E-01,3.21E+00,7.68E-01,0.357545341,6.78E-01,3.55E-02,-2.70E-01,1.55E-01,-2.08E-01,4.04E-02,-8.21E-02
3.64E+00,-4.26E-02,4.52E-01,3.56E+00,6.25E-01,0.252283137,9.38E-01,9.22E-02,-2.14E-01,2.47E-01,-2.15E-01,9.51E-02,-1.85E-01
3.59E+00,1.23E-01,3.22E-01,3.02E+00,8.17E-01,0.234089776,5.86E-01,3.50E-02,-2.59E-01,2.08E-01,-2.09E-01,1.19E-01,-1.71E-01
3.56E+00,-2.45E-01,-1.48E-01,3.28E+00,9.17E-01,0.381621009,8.58E-01,8.41E-02,-2.88E-01,2.15E-01,-2.74E-01,1.53E-01,-8.12E-02
2.76E+00,-2.26E-01,3.64E-02,3.97E+00,5.92E-01,0.316187676,4.88E-01,1.11E-02,-2.03E-01,2.66E-01,-2.19E-01,1.05E-02,-1.95E-01
3.28E+00,3.92E-01,-1.13E-01,4.03E+00,6.68E-01,0.352734574,6.70E-01,8.31E-02,-2.03E-01,2.46E-01,-1.97E-01,1.18E-01,-2.00E-01
2.93E+00,7.70E-02,6.86E-01,4.01E+00,9.22E-01,0.291193699,7.56E-01,4.34E-02,-2.05E-01,2.30E-01,-2.90E-01,9.33E-02,-1.62E-01
2.44E+00,3.30E-01,2.35E-01,3.29E+00,6.41E-01,0.403979509,6.96E-01,8.49E-02,-2.74E-01,1.58E-01,-2.13E-01,7.97E-02,-2.33E-01
2.77E+00,1.51E-01,7.91E-02,3.35E+00,8.38E-01,0.304687887,7.72E-01,1.37E-02,-2.36E-01,1.14E-01,-2.25E-01,1.15E-01,-1.70E-01
3.14E+00,4.89E-01,3.01E-02,4.00E+00,7.03E-01,0.272927403,7.51E-01,4.77E-02,-2.29E-01,2.65E-01,-1.32E-01,1.03E-01,-1.20E-01
2.95E+00,1.08E-01,5.98E-01,3.79E+00,8.40E-01,0.373120631,7.31E-01,3.26E-02,-2.69E-01,2.44E-01,-1.26E-01,1.19E-02,-1.81E-01
3.61E+00,3.80E-02,2.06E-01,3.47E+00,4.38E-01,0.299156406,7.91E-01,3.20E-02,-2.79E-01,2.44E-01,-1.49E-01,7.05E-02,-9.52E-02
2.91E+00,-1.21E-01,4.29E-01,4.39E+00,8.18E-01,0.283849456,7.44E-01,8.99E-02,-2.23E-01,2.16E-01,-2.89E-01,8.56E-02,-1.17E-01
3.58E+00,-2.66E-01,3.42E-01,3.53E+00,8.31E-01,0.243155901,7.04E-01,4.70E-02,-2.07E-01,2.19E-01,-2.84E-01,2.30E-02,-2.42E-01
3.34E+00,-2.11E-02,3.30E-01,4.32E+00,6.54E-01,0.306143703,8.31E-01,2.71E-02,-2.37E-01,1.64E-01,-2.25E-01,1.76E-01,-1.86E-01
2.41E+00,3.35E-01,5.30E-01,3.53E+00,7.18E-01,0.412555303,9.10E-01,5.37E-02,-2.28E-01,1.49E-01,-2.29E-01,4.94E-02,-1.28E-01
4.03E+00,1.05E-01,6.91E-01,3.32E+00,7.90E-01,0.314129357,6.38E-01,6.14E-02,-6.35E-02,2.09E-01,-1.75E-01,6.70E-02,-8.29E-02
