"Cd,H","Ca,1","Cp,H","Cd,T","Ca,T","Cp,T",Ca-2,"dCa,3","Cs,1","Cs,2","Cs,3","Cs,4","Cs,5"
4.42E+00,1.58E-01,-2.06E-01,3.20E+00,9.65E-01,0.347914669,6.10E-01,6.98E-02,-1.68E-01,2.61E-01,2.90E-01,1.16E-01,-4.03E-02
3.84E+00,4.68E-01,-1.62E-01,1.93E+00,7.19E-01,0.341544347,6.80E-01,-4.67E-03,-1.78E-01,2.44E-01,1.34E-01,1.87E-01,-2.16E-02
3.97E+00,-5.07E-02,1.04E-01,2.38E+00,7.25E-01,0.316743252,7.57E-01,4.49E-02,-2.17E-01,2.49E-01,2.26E-01,1.67E-01,1.34E-02
4.22E+00,2.30E-02,2.03E-01,3.06E+00,4.81E-01,0.357480303,6.54E-01,1.21E-02,-2.64E-01,2.66E-01,1.60E-01,8.87E-02,3.99E-02
4.41E+00,2.83E-01,3.13E-02,2.72E+00,6.56E-01,0.409536377,7.29E-01,8.43E-02,-9.59E-02,2.47E-01,2.01E-01,1.56E-01,1.23E-01
2.76E+00,3.27E-01,2.26E-01,2.81E+00,6.93E-01,0.388664166,4.95E-01,2.49E-02,-1.44E-01,2.23E-01,1.94E-01,2.11E-01,-8.81E-02
4.38E+00,7.35E-02,-2.26E-02,3.05E+00,5.56E-01,0.387354675,6.60E-01,8.95E-02,-2.15E-01,2.83E-01,2.24E-01,1.48E-01,2.49E-02
4.23E+00,2.26E-01,9.15E-02,3.68E+00,5.42E-01,0.398764081,6.99E-01,-6.36E-02,-2.23E-01,2.65E-01,2.67E-01,1.22E-01,1.10E-02
3.89E+00,3.10E-01,2.05E-01,2.94E+00,4.08E-01,0.386059078,3.23E-01,-3.50E-02,-2.69E-01,3.00E-01,1.98E-01,2.78E-01,5.65E-02
4.21E+00,3.76E-01,-2.56E-01,2.36E+00,5.91E-01,0.298770931,8.80E-01,-4.87E-03,-2.79E-01,2.38E-01,2.46E-01,2.21E-01,7.88E-02
3.56E+00,3.32E-01,-4.67E-02,2.57E+00,8.19E-01,0.393641229,7.71E-01,-5.00E-03,-2.65E-01,3.00E-01,2.41E-01,1.68E-01,-1.09E-02
4.16E+00,3.45E-01,-3.93E-02,2.91E+00,8.22E-01,0.351352396,8.48E-01,1.06E-02,-2.58E-01,2.62E-01,1.99E-01,2.50E-01,6.66E-02
3.67E+00,2.76E-01,9.50E-03,2.95E+00,4.87E-01,0.36957503,7.52E-01,6.70E-02,-2.70E-01,2.76E-01,1.64E-01,1.98E-01,8.47E-02
4.09E+00,2.97E-01,-4.28E-01,2.96E+00,7.53E-01,0.292753709,6.91E-01,-2.49E-02,-1.98E-01,2.76E-01,2.13E-01,1.47E-01,-1.10E-02
3.96E+00,1.82E-01,3.37E-01,3.53E+00,9.59E-01,0.351555615,3.73E-01,2.51E-02,-1.96E-01,2.45E-01,2.06E-01,2.17E-01,3.32E-02
3.66E+00,5.00E-01,1.01E-02,2.86E+00,9.89E-01,0.333399177,2.98E-01,2.19E-02,-2.01E-01,2.66E-01,2.31E-01,2.78E-01,4.47E-03
4.47E+00,5.63E-01,2.59E-01,3.42E+00,6.14E-01,0.314006888,6.82E-01,8.28E-02,-1.87E-01,2.61E-01,2.88E-01,6.90E-02,3.50E-02
3.26E+00,1.96E-01,1.53E-01,3.60E+00,6.30E-01,0.34053218,8.23E-01,3.63E-02,-1.97E-01,2.58E-01,1.45E-01,1.64E-01,7.65E-02
4.25E+00,-1.68E-02,1.61E-01,3.28E+00,7.47E-01,0.320333135,4.76E-01,1.28E-03,-2.98E-01,2.75E-01,1.11E-01,2.38E-01,1.34E-02
3.84E+00,5.08E-01,1.24E-01,2.45E+00,5.70E-01,0.410151036,2.83E-01,6.22E-02,-2.58E-01,2.98E-01,2.44E-01,7.50E-02,-6.83E-03
3.38E+00,1.87E-01,-2.75E-01,2.83E+00,6.88E-01,0.331613001,8.11E-01,6.83E-02,-2.81E-01,2.66E-01,2.24E-01,1.90E-01,6.42E-02
3.86E+00,3.42E-01,2.49E-01,3.05E+00,9.24E-01,0.358857974,4.95E-01,3.06E-02,-1.79E-01,2.47E-01,2.09E-01,2.00E-01,-8.50E-02
3.81E+00,3.73E-01,-1.81E-01,2.11E+00,7.90E-01,0.303880221,8.90E-01,9.89E-02,-2.73E-01,2.51E-01,2.43E-01,2.66E-01,-4.23E-03
4.46E+00,-6.24E-02,-1.34E-01,4.46E+00,7.62E-01,0.364004435,9.17E-01,-4.64E-02,-1.14E-01,1.28E-01,2.49E-01,1.98E-01,3.94E-02
3.97E+00,-3.08E-01,-5.08E-02,3.71E+00,6.49E-01,0.325710682,6.26E-01,-1.19E-02,-2.66E-01,8.19E-02,2.64E-01,2.46E-01,8.93E-02
4.33E+00,-2.35E-02,-5.11E-02,4.27E+00,4.97E-01,0.280907972,6.85E-01,-1.48E-02,-2.27E-01,1.50E-01,1.94E-01,1.93E-01,5.13E-02
3.46E+00,-3.80E-01,-1.35E-01,4.27E+00,6.83E-01,0.387670068,7.13E-01,-3.53E-02,-2.46E-01,9.96E-02,1.89E-01,9.75E-02,1.45E-02
2.86E+00,-3.76E-01,1.69E-01,4.23E+00,7.94E-01,0.282631714,5.18E-01,4.45E-02,-1.71E-01,1.04E-01,1.48E-01,1.38E-01,-4.72E-02
3.97E+00,2.29E-01,1.67E-01,4.46E+00,8.88E-01,0.321678018,8.26E-01,5.33E-02,-2.54E-01,8.25E-02,1.92E-01,2.16E-01,-8.00E-02
4.27E+00,1.24E-01,1.80E-01,3.78E+00,8.55E-01,0.190515021,6.16E-01,-3.79E-03,-2.81E-01,1.24E-01,1.62E-01,2.03E-01,6.45E-02
4.19E+00,-1.21E-01,-3.02E-01,4.16E+00,7.54E-01,0.302214695,6.25E-01,3.32E-03,-1.57E-01,1.61E-01,2.27E-01,2.21E-01,-3.82E-02
3.63E+00,3.62E-01,-3.78E-01,3.49E+00,6.86E-01,0.333158829,7.23E-01,-4.19E-02,-1.02E-01,1.18E-01,1.90E-01,1.79E-01,-7.40E-02
4.00E+00,5.61E-02,-2.45E-01,4.40E+00,5.37E-01,0.268609778,9.59E-01,1.14E-02,-2.72E-01,1.20E-01,2.58E-01,2.03E-01,6.62E-02
3.67E+00,-3.80E-01,1.81E-01,4.17E+00,7.61E-01,0.147032468,6.37E-01,6.02E-04,-2.48E-01,1.31E-01,1.99E-01,1.97E-01,2.73E-02
4.27E+00,-1.09E-01,-2.59E-02,4.07E+00,8.00E-01,0.346764239,-9.93E-02,4.20E-02,-2.12E-01,1.93E-01,1.81E-01,1.43E-01,1.91E-02
4.24E+00,-2.90E-01,-9.64E-02,4.16E+00,8.26E-01,0.386609609,8.94E-01,-6.86E-02,-1.90E-01,1.55E-01,2.24E-01,1.70E-01,8.57E-02
3.45E+00,1.43E-01,-7.38E-02,4.07E+00,9.16E-01,0.365690593,4.05E-01,-6.60E-02,-1.85E-01,7.58E-02,2.69E-01,2.42E-01,-3.73E-02
4.49E+00,-2.57E-01,-2.33E-01,4.06E+00,6.98E-01,0.401290115,4.51E-01,-4.11E-02,-2.67E-01,2.92E-02,1.80E-01,2.51E-01,-1.32E-02
3.69E+00,-1.39E-01,-3.31E-01,3.51E+00,5.54E-01,0.363218145,9.21E-01,-7.02E-02,-1.87E-01,1.40E-01,2.08E-01,2.83E-01,9.60E-02
4.33E+00,-2.38E-01,-1.15E-01,4.47E+00,6.55E-01,0.365509081,5.16E-01,-6.70E-02,-2.38E-01,1.58E-01,2.56E-01,2.27E-01,7.80E-02
4.32E+00,-1.67E-01,1.47E-01,4.23E+00,9.95E-01,0.407615659,8.09E-01,-4.72E-02,-2.71E-01,8.50E-02,2.02E-01,6.57E-02,-1.81E-02
2.75E+00,1.62E-01,-2.10E-01,4.10E+00,4.31E-01,0.248917187,4.97E-01,-3.16E-02,-8.85E-02,1.09E-01,1.94E-01,2.18E-01,-2.57E-02
3.58E+00,1.62E-01,2.44E-02,4.26E+00,8.43E-01,0.230520071,7.57E-01,-7.19E-02,-1.80E-01,1.67E-01,1.95E-01,1.85E-01,1.32E-01
3.68E+00,6.53E-02,4.64E-02,3.83E+00,5.20E-01,0.407838393,7.62E-01,-6.40E-02,-1.93E-01,8.18E-02,2.15E-01,2.21E-01,6.52E-02
4.27E+00,-2.43E-01,4.20E-01,4.05E+00,8.18E-01,0.297957352,7.20E-01,-5.86E-02,-2.21E-01,1.15E-01,2.69E-01,1.30E-01,1.03E-01
3.39E+00,-2.23E-01,-1.58E-01,4.32E+00,5.17E-01,0.267661657,4.20E-01,5.71E-02,-2.13E-01,1.42E-01,2.35E-01,2.81E-01,-1.72E-02
3.97E+00,-3.32E-01,1.71E-01,3.87E+00,3.99E-01,0.373809301,6.70E-01,-7.79E-02,-1.63E-01,1.30E-01,2.39E-01,2.98E-01,-2.81E-02
4.17E+00,-1.94E-01,-1.80E-01,4.33E+00,6.46E-01,0.268402424,1.22E-01,-5.36E-02,-2.24E-01,1.60E-01,1.79E-01,1.94E-01,3.86E-02
4.24E+00,3.05E-01,-1.89E-01,4.42E+00,6.73E-01,0.369530913,7.45E-01,1.72E-03,-1.68E-01,2.85E-01,2.46E-01,2.48E-01,-8.03E-02
4.09E+00,-9.49E-02,1.98E-01,3.50E+00,5.36E-01,0.279658434,7.46E-01,7.12E-03,-9.98E-02,2.82E-01,1.54E-01,2.45E-01,-1.38E-02
4.02E+00,4.58E-01,-1.40E-01,4.34E+00,4.44E-01,0.370360327,1.02E-01,-2.86E-02,-2.51E-01,2.17E-01,2.02E-01,1.57E-01,5.56E-02
3.70E+00,4.01E-01,-5.26E-02,4.42E+00,5.27E-01,0.301491335,5.07E-01,-6.13E-02,-2.50E-01,1.71E-01,1.85E-01,1.94E-01,-2.04E-02
3.03E+00,2.13E-02,1.07E-01,4.16E+00,6.73E-01,0.379059749,5.29E-01,-2.31E-02,-1.44E-01,1.79E-01,2.44E-01,2.43E-01,-8.84E-02
3.35E+00,5.02E-02,2.67E-01,4.07E+00,9.10E-01,0.288525888,3.84E-01,6.46E-02,-2.10E-01,2.09E-01,2.05E-01,2.90E-01,-3.88E-02
4.10E+00,8.22E-02,2.34E-03,4.20E+00,6.28E-01,0.353898937,6.16E-01,6.85E-05,-2.67E-01,1.96E-01,1.96E-01,2.95E-01,-5.61E-02
4.05E+00,-8.54E-02,7.90E-02,4.36E+00,5.21E-01,0.346055557,5.57E-01,-8.43E-02,-1.04E-01,2.68E-01,2.59E-01,1.44E-01,-8.55E-05
3.86E+00,-8.19E-02,2.28E-01,4.35E+00,5.30E-01,0.394167324,8.34E-01,5.40E-02,-1.28E-01,2.10E-01,2.58E-01,2.39E-01,-1.02E-01
3.10E+00,8.95E-04,4.06E-02,4.05E+00,6.75E-01,0.405921562,7.57E-01,-4.02E-02,-1.81E-01,2.48E-01,2.08E-01,7.13E-02,7.33E-02
4.16E+00,2.45E-01,2.33E-01,4.36E+00,4.01E-01,0.390303437,7.54E-01,5.24E-02,-1.50E-01,2.53E-01,2.94E-01,1.90E-01,-1.37E-02
3.27E+00,2.02E-01,-2.28E-01,4.26E+00,6.10E-01,0.388677852,9.10E-01,-2.76E-02,-2.38E-01,2.14E-01,1.96E-01,1.93E-01,-4.29E-02
3.30E+00,1.78E-01,-1.49E-01,4.07E+00,5.05E-01,0.337433578,7.19E-01,7.57E-02,-1.14E-01,2.84E-01,2.53E-01,2.08E-01,-6.93E-03
4.33E+00,1.51E-01,-9.34E-02,4.26E+00,6.12E-01,0.377890961,7.13E-01,-4.52E-02,-2.04E-01,2.61E-01,2.46E-01,2.96E-01,-2.13E-02
4.33E+00,1.43E-01,-5.75E-06,3.66E+00,5.32E-01,0.384036564,6.97E-01,2.47E-02,-1.53E-01,1.76E-01,1.76E-01,1.79E-01,-9.30E-02
3.51E+00,6.34E-02,-1.81E-01,3.33E+00,7.00E-01,0.401831343,5.11E-01,-1.55E-02,-1.75E-01,1.83E-01,1.49E-01,2.91E-01,-7.95E-02
4.27E+00,1.18E-01,5.54E-02,4.00E+00,7.36E-01,0.409887492,3.96E-01,5.62E-02,-1.94E-01,2.28E-01,2.98E-01,1.95E-01,2.74E-02
4.17E+00,-2.09E-03,-1.05E-01,3.75E+00,9.92E-01,0.325154115,5.12E-01,-6.26E-02,-1.57E-01,1.99E-01,2.59E-01,2.26E-01,-2.21E-02
3.90E+00,1.15E-01,-4.13E-01,4.46E+00,7.62E-01,0.322888276,8.03E-01,4.70E-02,-2.37E-01,2.19E-01,2.22E-01,2.09E-01,-3.22E-02
3.95E+00,3.09E-01,1.90E-01,4.04E+00,9.21E-01,0.291703504,5.95E-01,2.14E-03,-2.45E-01,1.60E-01,2.06E-01,2.58E-01,1.07E-01
3.88E+00,3.82E-01,-4.15E-01,3.84E+00,6.57E-01,0.279854831,6.77E-01,2.29E-02,-2.40E-01,2.32E-01,1.87E-01,2.79E-01,-3.48E-02
4.43E+00,-1.52E-01,1.68E-01,4.38E+00,6.39E-01,0.405440783,8.65E-01,4.85E-02,-1.73E-01,1.94E-01,2.17E-01,1.98E-01,-4.84E-02
3.37E+00,2.40E-01,-2.89E-01,3.86E+00,6.14E-01,0.304805725,6.59E-01,4.95E-03,-1.85E-01,2.52E-01,2.69E-01,1.61E-01,5.15E-03
3.78E+00,1.50E-01,2.14E-02,4.40E+00,6.19E-01,0.399971197,7.29E-01,3.83E-02,-1.83E-01,2.49E-01,1.97E-01,2.59E-01,7.35E-02
4.02E+00,3.51E-01,1.14E-01,4.09E+00,8.60E-01,0.39827156,5.32E-01,-3.33E-02,-2.54E-01,2.32E-01,2.19E-01,2.65E-01,-1.23E-02
2.73E+00,3.43E-01,1.81E-01,4.01E+00,5.80E-01,0.392713038,9.44E-01,-6.59E-02,-1.92E-01,9.69E-02,1.95E-01,2.64E-01,6.63E-02
3.57E+00,1.52E-01,3.41E-01,4.20E+00,2.67E-01,0.341516355,8.05E-01,5.38E-02,-2.01E-01,1.45E-01,1.59E-01,1.98E-01,3.53E-02
4.07E+00,2.82E-01,1.60E-01,3.76E+00,4.68E-01,0.312852158,8.11E-01,-5.84E-02,-2.63E-01,1.93E-01,2.23E-01,2.43E-01,7.54E-02
3.79E+00,4.95E-01,3.50E-01,3.35E+00,7.36E-01,0.366248236,7.15E-01,1.36E-02,-1.87E-01,2.87E-01,3.69E-02,2.00E-01,5.14E-02
3.87E+00,2.86E-01,1.89E-01,3.11E+00,7.48E-01,0.276642236,8.68E-01,-2.34E-02,-1.94E-01,1.85E-01,2.05E-01,2.24E-01,1.67E-02
2.98E+00,2.87E-01,7.13E-02,4.01E+00,7.31E-01,0.360698314,9.93E-01,-2.30E-02,-2.14E-01,2.28E-01,8.43E-02,2.69E-01,1.41E-01
2.67E+00,3.29E-01,1.48E-01,3.78E+00,5.56E-01,0.301432581,9.21E-01,-2.06E-02,-2.65E-01,2.80E-01,1.30E-01,1.99E-01,5.27E-02
3.68E+00,4.62E-01,1.22E-01,3.41E+00,8.67E-01,0.353248182,7.47E-01,4.86E-03,-2.34E-01,2.65E-01,1.97E-01,2.50E-01,1.35E-01
4.08E+00,1.64E-01,2.55E-01,4.25E+00,8.32E-01,0.399589816,9.35E-01,-8.97E-03,-2.19E-01,2.62E-01,2.27E-01,2.31E-01,1.64E-02
3.89E+00,3.06E-01,3.50E-01,2.51E+00,7.42E-01,0.412825008,9.80E-01,3.68E-02,-2.09E-01,2.22E-01,1.77E-01,2.40E-01,9.62E-03
3.10E+00,2.45E-01,4.15E-01,2.86E+00,3.89E-01,0.303800918,8.57E-01,1.84E-02,-1.87E-01,2.18E-01,2.11E-01,1.59E-01,1.94E-01
3.60E+00,2.03E-01,4.88E-02,3.46E+00,2.37E-01,0.335890397,5.94E-01,-5.30E-03,-2.59E-01,2.66E-01,1.59E-01,2.79E-01,-3.38E-02
3.74E+00,5.31E-01,2.18E-01,4.17E+00,5.08E-01,0.247004201,6.26E-01,-1.23E-02,-2.22E-01,1.51E-01,1.53E-01,1.96E-01,-1.14E-03
4.39E+00,2.05E-01,6.37E-01,3.37E+00,4.58E-01,0.36961956,7.52E-01,4.00E-02,-2.59E-01,2.74E-01,1.95E-01,2.82E-01,3.87E-02
4.04E+00,8.96E-02,5.92E-04,3.88E+00,8.43E-01,0.228019838,7.03E-01,-6.75E-02,-2.25E-01,1.65E-01,1.18E-01,1.95E-01,1.07E-02
4.03E+00,2.15E-01,2.95E-01,3.85E+00,8.01E-01,0.29285844,7.12E-01,-1.90E-02,-2.37E-01,2.11E-01,2.20E-01,1.65E-01,3.44E-02
2.69E+00,7.02E-01,-5.33E-03,3.82E+00,7.09E-01,0.408131872,6.36E-01,2.65E-03,-2.55E-01,2.52E-01,2.12E-01,2.25E-01,-1.66E-02
4.31E+00,5.50E-01,-7.15E-02,4.08E+00,7.74E-01,0.315933477,7.52E-01,-8.18E-02,-2.51E-01,2.40E-01,1.90E-01,2.64E-01,4.78E-02
2.91E+00,-4.43E-02,2.89E-01,3.15E+00,2.93E-01,0.253554133,9.91E-01,3.46E-02,-2.26E-01,2.46E-01,2.19E-01,1.36E-01,9.68E-02
3.05E+00,4.82E-01,4.28E-01,3.83E+00,8.44E-01,0.298434617,8.85E-01,-5.59E-02,-2.64E-01,1.53E-01,1.82E-01,2.64E-01,2.94E-02
3.62E+00,-7.69E-02,5.60E-01,4.18E+00,5.63E-01,0.320962638,5.39E-01,4.66E-02,-2.80E-01,2.29E-01,1.83E-01,2.34E-01,-4.22E-02
2.93E+00,1.54E-01,2.17E-01,3.21E+00,6.76E-01,0.352486783,7.76E-01,4.54E-03,-2.65E-01,2.58E-01,1.72E-01,1.52E-01,-2.78E-02
4.02E+00,8.41E-02,-2.62E-01,4.01E+00,7.23E-01,0.37618508,8.73E-01,4.82E-02,-2.38E-01,2.14E-01,2.16E-01,1.61E-01,6.98E-02
2.98E+00,3.67E-01,3.76E-01,3.99E+00,6.78E-01,0.393632753,7.29E-01,3.59E-03,-2.75E-01,2.57E-01,2.30E-01,1.83E-01,7.25E-02
3.87E+00,2.11E-01,3.29E-01,4.19E+00,5.59E-01,0.384396611,6.52E-01,4.58E-02,-2.65E-01,2.15E-01,2.18E-01,2.72E-01,4.18E-02
4.22E+00,7.17E-02,-2.55E-01,4.31E+00,9.89E-01,0.378899365,6.39E-01,4.83E-02,-6.95E-02,1.76E-01,2.40E-01,6.52E-02,1.39E-03
4.09E+00,-1.13E-01,7.12E-03,4.12E+00,7.41E-01,0.382419537,9.63E-01,-6.96E-02,-1.88E-01,1.71E-01,2.90E-01,1.49E-01,4.67E-02
4.02E+00,-2.70E-01,-2.40E-01,4.15E+00,8.54E-01,0.366324148,7.21E-01,1.28E-02,-1.53E-01,1.48E-01,2.67E-01,1.70E-01,2.99E-02
4.10E+00,-3.06E-02,1.59E-01,4.07E+00,7.86E-01,0.374026867,7.93E-01,8.62E-03,-1.07E-01,8.18E-02,2.34E-01,1.14E-01,5.43E-02
4.00E+00,-1.57E-01,4.75E-02,4.31E+00,6.28E-01,0.324096756,8.01E-01,9.67E-03,-1.22E-01,1.53E-01,2.41E-01,8.04E-02,6.52E-02
4.30E+00,-7.94E-02,1.28E-01,3.73E+00,6.94E-01,0.312383659,6.59E-01,5.66E-02,-1.54E-01,1.79E-01,2.10E-01,6.35E-02,-3.48E-03
4.15E+00,6.05E-02,8.65E-02,3.34E+00,8.79E-01,0.366886132,7.68E-01,2.15E-02,-1.04E-01,9.65E-02,2.29E-01,1.22E-01,7.28E-02
3.85E+00,3.06E-02,-3.56E-01,3.48E+00,1.00E+00,0.340538134,6.48E-01,-6.71E-02,-6.63E-02,1.24E-01,2.91E-01,8.69E-02,9.77E-02
4.45E+00,-2.99E-02,-5.20E-01,3.86E+00,8.21E-01,0.373069485,9.90E-01,5.84E-02,-1.50E-01,7.91E-02,2.29E-01,1.86E-01,6.30E-02
4.09E+00,-3.17E-01,-2.99E-01,4.39E+00,8.04E-01,0.37796001,7.16E-01,2.21E-02,-1.45E-02,1.64E-01,2.27E-01,1.86E-01,1.15E-01
4.38E+00,-2.99E-01,3.43E-02,3.32E+00,5.58E-01,0.361277043,7.63E-01,-4.27E-02,-8.25E-02,1.76E-01,2.68E-01,2.72E-02,-1.21E-02
3.97E+00,5.20E-02,-2.16E-01,3.81E+00,6.79E-01,0.313714608,5.15E-01,3.58E-03,-1.39E-01,1.77E-01,2.47E-01,8.39E-02,3.57E-02
3.93E+00,-2.72E-02,-1.92E-01,4.32E+00,5.85E-01,0.292741181,9.22E-01,7.86E-02,-2.23E-01,8.90E-02,2.62E-01,7.13E-02,-4.32E-02
4.22E+00,5.83E-02,2.46E-01,4.03E+00,7.28E-01,0.3781034,6.75E-01,1.89E-02,-1.68E-01,1.47E-01,2.85E-01,1.42E-01,6.02E-02
4.48E+00,-1.46E-01,-2.23E-02,4.01E+00,8.99E-01,0.394591872,9.59E-01,-8.55E-02,-8.80E-02,1.40E-01,2.40E-01,1.29E-01,1.89E-02
4.02E+00,-1.46E-01,-2.41E-01,3.69E+00,6.57E-01,0.266857258,8.93E-01,-2.58E-02,-1.08E-01,1.26E-01,1.87E-01,1.10E-01,3.80E-02
4.29E+00,-1.12E-01,5.04E-02,3.61E+00,8.32E-01,0.338348828,8.36E-01,9.15E-03,9.89E-03,1.59E-01,2.08E-01,8.39E-02,8.93E-02
4.06E+00,-1.30E-01,2.24E-02,4.42E+00,9.86E-01,0.346111417,8.89E-01,5.32E-02,-1.83E-01,1.33E-01,2.79E-01,7.96E-02,1.21E-01
3.82E+00,-2.97E-01,1.74E-02,3.53E+00,3.94E-01,0.301477111,8.16E-01,6.64E-02,-1.77E-01,1.32E-01,1.87E-01,9.89E-02,-1.91E-02
4.27E+00,-1.36E-01,7.58E-02,4.07E+00,7.64E-01,0.179042148,3.99E-01,3.34E-02,-9.27E-02,2.18E-01,2.18E-01,1.53E-01,-1.91E-02
4.44E+00,6.76E-02,-1.90E-01,4.06E+00,5.46E-01,0.290344687,8.22E-01,-3.22E-02,-9.21E-02,4.81E-02,2.80E-01,2.05E-01,2.58E-02
4.43E+00,-9.32E-02,-1.02E-01,4.26E+00,6.96E-01,0.404773654,8.88E-01,1.65E-02,-5.16E-02,6.29E-02,2.61E-01,7.07E-02,-6.93E-03
4.36E+00,-9.57E-02,-5.34E-01,4.27E+00,7.61E-01,0.404354151,6.42E-01,5.20E-02,-9.73E-02,1.63E-01,2.92E-01,2.97E-02,5.85E-02
4.15E+00,3.90E-03,-2.54E-01,4.48E+00,7.91E-01,0.303789093,6.22E-01,-5.52E-03,-6.81E-02,7.61E-02,2.61E-01,4.12E-02,8.71E-02
4.48E+00,-3.53E-01,-5.38E-01,4.32E+00,8.36E-01,0.327634832,9.11E-01,3.96E-02,-7.26E-02,1.81E-01,2.17E-01,1.18E-01,-3.98E-03
4.33E+00,1.51E-01,-9.34E-02,4.26E+00,6.12E-01,0.377890961,7.13E-01,-4.52E-02,-2.04E-01,2.61E-01,2.46E-01,2.96E-01,-2.13E-02
4.40E+00,-1.80E-01,-8.54E-02,4.13E+00,8.46E-01,0.325744132,9.21E-01,-4.32E-02,-2.04E-01,2.26E-01,1.88E-01,2.51E-01,5.64E-02
3.63E+00,9.96E-03,4.94E-01,3.43E+00,5.91E-01,0.326403239,9.94E-01,-9.26E-02,-2.28E-01,2.49E-01,2.52E-01,2.69E-01,6.55E-02
4.44E+00,2.30E-01,2.62E-01,3.84E+00,8.65E-01,0.349070019,8.60E-01,-7.27E-02,-2.69E-01,2.67E-01,2.54E-01,2.93E-01,-3.51E-02
3.80E+00,4.21E-02,4.92E-01,4.35E+00,9.94E-01,0.3725345,6.67E-01,2.49E-02,-2.15E-01,2.22E-01,1.66E-01,2.85E-01,8.70E-02
3.58E+00,2.65E-01,3.80E-01,4.11E+00,5.82E-01,0.277296258,9.88E-01,-4.99E-02,-1.48E-01,2.25E-01,1.83E-01,2.36E-01,3.34E-02
3.35E+00,2.69E-02,2.20E-01,4.16E+00,4.32E-01,0.396040122,7.60E-01,-9.50E-02,-2.58E-01,2.72E-01,2.39E-01,2.64E-01,5.51E-02
4.08E+00,-7.90E-02,2.52E-01,4.13E+00,7.54E-01,0.370044645,9.19E-01,-4.57E-02,-2.95E-01,2.44E-01,2.38E-01,2.81E-01,8.01E-03
3.70E+00,4.71E-02,2.19E-01,3.94E+00,5.17E-01,0.256158022,5.07E-01,-7.76E-02,-2.39E-01,2.59E-01,1.45E-01,2.77E-01,2.68E-02
3.99E+00,2.14E-01,2.79E-01,4.02E+00,4.82E-01,0.394488836,8.04E-01,2.03E-02,-2.02E-01,1.81E-01,1.89E-01,2.67E-01,-1.13E-02
3.77E+00,6.11E-01,3.56E-01,4.00E+00,3.97E-01,0.332106846,9.45E-01,-3.86E-02,-2.45E-01,2.74E-01,2.29E-01,2.26E-01,-3.53E-02
3.40E+00,1.63E-01,2.55E-01,3.44E+00,8.82E-01,0.39973887,9.76E-01,-4.91E-02,-1.97E-01,2.79E-01,1.92E-01,2.93E-01,-2.66E-03
4.07E+00,3.38E-01,2.11E-01,4.18E+00,6.70E-01,0.319554701,7.98E-01,-8.26E-02,-2.31E-01,2.00E-01,1.66E-01,2.84E-01,-5.69E-02
3.71E+00,-7.43E-03,-3.79E-02,4.46E+00,6.12E-01,0.403292616,8.03E-01,-7.85E-02,-1.79E-01,1.83E-01,1.29E-01,2.94E-01,1.25E-02
3.77E+00,1.66E-01,2.40E-02,4.46E+00,8.08E-01,0.263152845,7.89E-01,-6.66E-02,-1.43E-01,1.93E-01,1.36E-01,1.57E-01,-5.95E-02
3.36E+00,2.34E-01,3.18E-02,4.07E+00,7.54E-01,0.279977961,7.51E-01,-5.18E-02,-2.20E-01,1.97E-01,2.60E-01,2.67E-01,3.31E-02
4.44E+00,5.28E-01,2.70E-01,3.85E+00,6.69E-01,0.30914543,8.43E-01,3.06E-02,-2.19E-01,2.62E-01,2.11E-01,2.41E-01,7.75E-02
4.41E+00,3.93E-01,2.72E-01,3.83E+00,8.72E-01,0.332401606,8.56E-01,-9.25E-02,-1.94E-01,2.35E-01,1.99E-01,2.39E-01,2.57E-02
3.39E+00,2.00E-03,4.21E-01,3.99E+00,9.24E-01,0.369092969,9.02E-01,-3.90E-03,-2.29E-01,2.50E-01,1.87E-01,2.64E-01,3.06E-03
3.97E+00,1.38E-01,2.46E-01,4.37E+00,8.05E-01,0.336643278,6.82E-01,-9.05E-02,-1.80E-01,1.84E-01,2.67E-01,2.02E-01,-5.65E-02
4.20E+00,7.42E-02,3.44E-01,3.48E+00,7.41E-01,0.304808288,9.14E-01,-9.51E-02,-2.82E-01,2.41E-01,2.41E-01,2.68E-01,-6.66E-02
4.50E+00,2.92E-01,4.10E-01,3.55E+00,9.41E-01,0.277962724,4.91E-01,-4.71E-02,-1.78E-01,2.78E-01,1.78E-01,2.20E-01,6.42E-02
4.05E+00,2.32E-01,1.89E-01,4.28E+00,6.10E-01,0.36975311,9.61E-01,-3.99E-02,-2.86E-01,2.28E-01,1.85E-01,2.56E-01,-8.12E-03
3.75E+00,2.14E-02,9.67E-02,4.47E+00,6.14E-01,0.387715177,6.71E-01,-4.96E-02,-1.75E-01,2.29E-01,2.15E-01,2.56E-01,4.07E-02
3.65E+00,-1.28E-01,5.29E-01,4.14E+00,8.90E-01,0.40015151,9.72E-01,-8.14E-02,-2.09E-01,2.15E-01,1.46E-01,2.50E-01,-3.19E-02
4.48E+00,-1.68E-01,-2.05E-01,4.15E+00,4.27E-01,0.365777959,9.95E-01,-4.56E-03,-4.56E-02,2.66E-01,1.67E-01,2.23E-01,1.43E-04
4.27E+00,2.43E-01,-2.92E-01,4.26E+00,9.07E-01,0.34432338,8.90E-01,8.62E-02,-5.31E-02,2.11E-01,2.58E-01,1.44E-01,1.04E-01
